attr1,attr2,attr3,attr4,attr5,attr6,class
,-0.17823759,0.2198366,-0.85955255,,-0.94572324,-1
0.34757137,0.89227416,-0.32114211,,-0.37786573,0.26397779,-1
,,0.08459192,-0.85955255,-0.37786573,,
0.26559003,,-0.095734317,,-0.37786573,,-1
,-0.12957796,,-0.85955255,,,-1
,,-0.230979,1.8978535,,0.69666682,
0.16379088,-0.43038291,,,,,
,-0.42595931,-0.18589744,,1.124846,,-1
-0.13906582,,-0.18589744,1.1932065,-0.37786573,,-1
0.33419012,-0.45250093,-0.0055711987,-0.85955255,,-0.94572324,
1.163489,,-0.45638679,1.174641,-0.37786573,0.92519976,
-0.17785451,,2.3386699,,-0.37786573,0.95871792,
,-0.47019533,-0.59163147,,,-0.94572324,-1
,,,-0.85955255,,-0.94572324,
0.3145417,,,0.99067324,2.2252103,1.2299103,-1
-0.78441482,,,,-0.37786573,,-1
0.34198173,-0.24459162,-0.41130523,,2.037964,,
,-0.47019533,-0.59163147,,,-0.94572324,
-0.20207627,,0.58048907,,,,-1
-0.27406402,-0.36845248,,,0.096719874,1.0409898,
,-0.44365372,,-0.85955255,,,-1
0.12652663,0.33932388,,,1.0179704,,
,,,-0.85955255,,,-1
,,-0.59163147,,,-0.94572324,
,,,-0.85955255,,,
,,,,,,
0.17869658,-0.41268851,-0.050652758,-0.85955255,-0.37786573,-0.94572324,-1
,,,,,,
,,,-0.85955255,-0.37786573,-0.94572324,
,-0.47019533,,,-0.37786573,-0.94572324,-1
0.24966803,-0.26228603,-0.36622367,,1.5077017,1.5772804,-1
0.43260161,-0.34633447,-0.050652758,-0.85955255,-0.37786573,-0.94572324,-1
,0.52069157,,-0.85955255,-0.37786573,,-1
,,,,,,-1
-0.78441482,,,-0.85955255,,-0.94572324,-1
,,,,-0.37786573,,
0.12313897,-0.26670963,,,-0.37786573,-0.94572324,1
1.6076111,-0.27555684,,2.0295001,6.5452431,1.3731243,1
,,-0.54654991,1.9881496,,1.190298,
0.41938974,-0.18266119,,,1.7773271,1.1293559,
6.1960255,1.5823561,,,,1.3700772,1
3.389689,1.0205586,-0.54654991,-0.85955255,-0.37786573,-0.94572324,
,,-0.54654991,3.0016598,,0.69057261,
,-0.12957796,,,,-0.94572324,1
1.999055,,-0.41130523,,,1.047084,
,-0.18708479,,1.0771718,,1.391407,1
0.043020843,-0.43480652,-0.36622367,,3.7314121,1.220769,
1.2837509,,-0.41130523,1.4940528,2.5565707,0.8429279,1
0.50543627,,-0.0055711987,,1.0804627,1.6016573,
,,,0.9303352,3.2199831,1.4736788,1
,-0.16939038,-0.50146835,2.0556607,6.5452431,1.4066425,1
0.48951427,,-0.095734317,2.878874,,1.2542872,1
0.30878268,-0.31979286,-0.50146835,1.6307628,6.1726931,1.5468094,
,,,1.4564998,,,1
,,-0.36622367,1.5219011,,1.3274177,
-0.092654892,-0.3994177,,1.1029104,0.87276973,,1
-0.22494297,,,1.5535469,,,1
0.81354384,-0.34633447,,,1.6538242,,
,,-0.050652758,2.1197962,,1.5803275,
,-0.47019533,-0.59163147,,,,1
,,0.12967348,1.2181012,,1.4401607,
4.1664791,0.65782324,,,,,
,,,0.056910488,,1.0745079,-1
-0.78441482,-0.47019533,,,,,-1
,2.1662716,,1.4193687,,0.92824687,
,,,-0.85955255,-0.37786573,,
1.5144504,,,-0.85955255,,,-1
,,-0.230979,,,,-1
,-0.36402888,,,,0.87644607,-1
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,
-0.78441482,-0.47019533,,,-0.37786573,-0.94572324,
,0.5870456,0.58048907,0.59024809,,0.83073948,
,2.1883896,,1.5948975,,0.92824687,
0.38669883,0.37028909,0.08459192,,,,-1
0.16497656,-0.16939038,-0.18589744,1.0413066,,1.0409898,
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,,-1
,,,0.25944376,,1.0684137,
,,,,,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,,,,,
-0.13093544,-0.43923012,,1.6885691,,,
,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,-1
0.8933232,,-0.41130523,-0.85955255,,,-1
,,,-0.85955255,,-0.94572324,-1
0.29455451,-0.0012934972,-0.18589744,,,-0.94572324,
,-0.14727237,0.58048907,,,,-1
-0.78441482,,,-0.85955255,-0.37786573,,-1
-0.78441482,,-0.59163147,-0.85955255,,-0.94572324,-1
0.039294419,-0.3949941,,0.9083941,-0.37786573,1.2146748,
-0.78441482,,,,-0.37786573,-0.94572324,
-0.028458757,,,-0.85955255,-0.37786573,,-1
-0.14042088,,-0.0055711987,0.59953087,,,-1
-0.078596108,-0.2092028,,-0.85955255,-0.37786573,,
,,,0.27041431,,,
0.029639591,,0.039510361,-0.85955255,-0.37786573,-0.94572324,
-0.31522408,,,,-0.37786573,,-1
0.015919573,,-0.36622367,,-0.37786573,0.94957661,-1
,,-0.59163147,-0.85955255,,,-1
1.447883,,,2.0809773,,1.1567798,
,,,,,,-1
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,,
,,,,,,-1
,-0.16054318,,-0.85955255,-0.37786573,-0.94572324,
0.33673086,,,1.4446853,-0.37786573,,-1
,,,,,1.1933451,
0.32893925,0.42779592,,,1.2143041,,-1
,3.0023324,,1.3008023,-0.37786573,,-1
,-0.27113323,,0.79024969,,1.5955631,
,,0.12967348,-0.85955255,,-0.94572324,
,,,,,,
0.41820406,,,,-0.37786573,,-1
-0.12568457,,0.94114155,,,1.2938996,-1
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,,
0.37568894,,,,-0.37786573,,-1
,0.74629528,,,1.5130026,,-1
-0.78441482,,-0.59163147,,-0.37786573,,
,,,,,,
-0.78441482,-0.47019533,,,,-0.94572324,-1
0.066565072,,,,-0.37786573,-0.94572324,
,-0.45250093,1.9329359,,-0.37786573,0.55954706,
,,,,-0.37786573,-0.94572324,-1
,-0.47019533,,-0.85955255,,,-1
,,-0.59163147,,-0.37786573,,-1
0.62773075,1.2461623,-0.0055711987,,,,
-0.054374347,-0.27555684,,0.52315895,0.68921106,1.3487475,-1
,-0.42153571,0.62557063,,1.9459706,,
,-0.44365372,,0.38855871,-0.37786573,,-1
,0.35259468,1.8878543,2.7742318,,0.9465295,-1
,,,0.68096612,-0.37786573,0.96785924,
0.78186923,,-0.18589744,,,-0.94572324,-1
0.35790373,,-0.36622367,0.42526787,-0.37786573,,
,,0.35508128,,,,
-0.028119992,-0.41268851,,,-0.37786573,-0.94572324,-1
,,-0.41130523,,-0.37786573,0.7393263,
,,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
-0.78441482,,-0.59163147,,,,
,-0.12073076,0.85097843,0.22104682,3.2027961,,-1
,,,-0.85955255,,-0.94572324,-1
0.094513257,,,0.7083925,,1.3731243,-1
-0.43328398,,1.4370387,1.3775962,-0.37786573,,
1.7908834,2.2237784,-0.0055711987,,0.12710995,,-1
,0.45876114,-0.230979,1.1872993,,1.0623195,-1
0.10552315,,0.40016284,,,-0.94572324,-1
0.12025946,0.32605307,-0.14081588,0.4818084,1.4239726,0.92519976,
-0.18039525,-0.32864006,,-0.85955255,-0.37786573,,
-0.10739121,-0.38614689,,,-0.37786573,-0.94572324,-1
,,0.039510361,,-0.37786573,,-1
,-0.47019533,-0.59163147,,,-0.94572324,
,,,,,1.7357299,-1
,-0.31536926,0.49032595,,-0.37786573,,
0.16633162,0.77283689,-0.32114211,,-0.37786573,,
0.20139389,,0.2198366,0.64510085,,1.2542872,
,,,-0.85955255,,,-1
,0.025248116,0.85097843,0.66071279,0.16991287,1.1080261,
-0.78441482,-0.47019533,,,-0.37786573,-0.94572324,-1
-0.29930208,-0.44807732,0.40016284,,,1.047084,
-0.17616068,-0.3949941,,-0.13802778,2.0412894,,
-0.084524511,,,,,-0.94572324,
-0.16176313,-0.37287609,0.98622311,,,-0.94572324,
-0.14905941,,-0.14081588,,,-0.94572324,-1
,-0.43923012,,0.34130095,,1.421878,-1
,3.9711013,1.1214678,,,,
,,,,,,
,,-0.32114211,,0.70758339,1.0866964,-1
0.19902253,-0.089765542,0.71573375,,0.60146507,,-1
-0.10688306,-0.4082649,,,-0.37786573,-0.94572324,-1
,,-0.14081588,,-0.37786573,-0.94572324,
,3.1660057,,1.4556559,-0.37786573,0.45899256,
,,2.1132621,1.0535429,0.15647934,0.75456183,
1.0933645,1.6265921,,,-0.37786573,,
-0.78441482,,,-0.85955255,,-0.94572324,
-0.16057745,,,0.9007991,0.11048266,,
,0.042942525,,-0.85955255,,-0.94572324,
,,,,,,
0.0037240013,,1.0763862,,-0.37786573,1.1232616,
,,-0.14081588,,0.3846189,,-1
,-0.47019533,,-0.85955255,-0.37786573,,
,,,-0.85955255,,,-1
-0.78441482,,,,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,,,-0.37786573,-0.94572324,
0.08892362,,0.35508128,-0.85955255,,,-1
-0.21952271,-0.30652205,1.2567125,,0.1985579,,
-0.073006471,-0.35075807,-0.36622367,0.95944936,,1.248193,-1
,-0.36845248,1.1665493,0.22695404,-0.37786573,0.9465295,
0.031502803,0.060636934,,-0.85955255,,,
-0.78441482,,,,,-0.94572324,-1
0.40821046,-0.21805001,-0.41130523,,,-0.94572324,
-0.12077246,-0.3949941,0.40016284,0.65438363,,0.93738818,-1
,-0.47019533,-0.59163147,,-0.37786573,,
,,,,0.080520616,0.97090635,-1
,,,,,,-1
,-0.44365372,3.150138,,-0.37786573,,
,-0.47019533,,,,-0.94572324,-1
,,0.44524439,0.49446673,0.33190546,1.3121822,-1
,,,-0.85955255,-0.37786573,-0.94572324,
,-0.4082649,-0.230979,0.4932009,-0.37786573,1.3274177,
,-0.3994177,,0.86029245,,1.1141203,-1
,-0.47019533,,,,-0.94572324,-1
,,,-0.85955255,,-0.94572324,
,-0.47019533,-0.59163147,,,-0.94572324,
,,-0.59163147,,,-0.94572324,-1
,,0.35508128,,0.44490516,,-1
-0.11264208,,,,,0.90387002,-1
-0.78441482,,-0.59163147,,-0.37786573,-0.94572324,-1
-0.22528173,-0.44365372,,0.0079649487,-0.37786573,0.78198578,-1
0.39347415,1.838925,0.12967348,,0.53281577,,
,-0.47019533,-0.59163147,-0.85955255,,,-1
,2.9050132,-0.45638679,,,0.52602889,-1
-0.043364456,-0.34633447,-0.050652758,,,1.0897435,-1
-0.78441482,-0.47019533,,,-0.37786573,-0.94572324,
0.30048291,,-0.0055711987,,,1.0592724,
,,1.4821203,0.19235461,,0.73323209,
-0.13195173,,0.49032595,1.3307603,-0.37786573,1.0013774,-1
,0.71975367,,,,,-1
,,-0.41130523,1.0843449,1.6485562,,
,,0.039510361,1.0991129,,1.2847583,-1
-0.78441482,-0.47019533,,,-0.37786573,,-1
0.38280302,-0.010140702,,,-0.37786573,,-1
,,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
,,-0.41130523,0.73961638,,0.88863449,
-0.16633647,-0.44365372,,-0.85955255,,,
,,,1.1708435,,1.0379427,-1
0.26728386,-0.44365372,,0.9265377,,0.95262371,-1
,-0.28882764,1.2567125,2.264945,0.42709256,1.4462549,-1
,,0.53540751,1.0218971,-0.37786573,1.2299103,-1
,,,-0.85955255,-0.37786573,,
0.27897128,-0.195932,0.039510361,-0.85955255,,,
,,-0.095734317,-0.85955255,,,-1
,-0.28440404,,,0.13464985,1.2146748,
,-0.35075807,0.12967348,1.0889863,,1.1872509,
,-0.39057049,,,0.15397701,,
,-0.28882764,-0.095734317,,-0.37786573,,-1
-0.053866198,,,,-0.37786573,,
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,,,-0.94572324,-1
,-0.43923012,0.17475504,-0.19709998,1.2748208,,-1
-0.28947787,,,,,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
1.3831787,4.7452317,,0.48771563,,,-1
0.043020843,-0.14727237,1.7526096,,-0.37786573,,
,,-0.050652758,,,0.59611233,
0.21511391,0.23315742,,,,,-1
,,-0.59163147,-0.85955255,,-0.94572324,-1
0.44581348,-0.14284877,0.039510361,,-0.37786573,,
,,0.2198366,0.36197622,0.53281577,,
-0.78441482,,,,,-0.94572324,-1
,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
2.1819886,,-0.50146835,2.0252807,-0.37786573,,
0.7523966,0.34374748,-0.050652758,0.9712638,,1.132403,
,,-0.18589744,,,,
,,0.2198366,,-0.37786573,,-1
,,-0.59163147,,-0.37786573,-0.94572324,
,-0.47019533,,,,,
,-0.3949941,0.30999972,,-0.37786573,,-1
0.042682078,,,,,1.0166129,-1
,,,,-0.37786573,,
,,,-0.85955255,,,-1
,-0.25786243,-0.230979,0.78560831,2.0922908,,-1
,-0.34633447,-0.230979,0.26703875,-0.37786573,,-1
,,-0.0055711987,0.79362525,-0.37786573,,
0.44208705,-0.12073076,-0.41130523,,,,-1
0.19529611,,,-0.85955255,-0.37786573,,
1.2036328,,-0.32114211,,,,-1
0.84962241,,0.2198366,0.57168254,,,-1
,-0.44807732,,-0.85955255,-0.37786573,-0.94572324,-1
,,,,,,
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,,-1
0.028284528,-0.3994177,,,-0.37786573,,-1
,,,,,,
3.0744673,,,,,0.40719176,-1
-0.28100872,-0.44365372,-0.27606055,,2.8233976,,
,,-0.59163147,,,,-1
0.86927083,2.4715002,-0.36622367,,-0.37786573,,-1
,,-0.18589744,0.93075715,-0.37786573,1.680882,
,-0.36402888,0.2198366,-0.85955255,,-0.94572324,
,,,,-0.37786573,-0.94572324,
,,,,-0.050983124,,
0.014225744,-0.36402888,,-0.85955255,,,-1
,,-0.59163147,,-0.37786573,-0.94572324,-1
0.013378829,,0.85097843,,-0.041336004,,
,,-0.59163147,-0.85955255,-0.37786573,,-1
0.06182235,,0.85097843,0.14889435,0.038837157,1.2634285,-1
-0.24171188,-0.43480652,,,-0.37786573,,-1
-0.37840391,-0.24016802,,0.82991246,0.088422693,0.52602889,-1
1.8376331,,,2.4455372,-0.37786573,0.76370315,-1
,,,-0.85955255,,-0.94572324,
,-0.47019533,,,,-0.94572324,
0.3829724,0.34374748,,,-0.37786573,1.0288014,
,-0.47019533,,,,,-1
,-0.47019533,-0.59163147,,,-0.94572324,-1
,,-0.050652758,,1.1905649,,-1
0.75070277,,,-0.85955255,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,-1
0.39652304,0.35701828,-0.14081588,0.92906937,-0.37786573,1.1141203,-1
,,,,,0.66314866,
,-0.47019533,-0.59163147,,,,
,,-0.230979,0.56450949,,1.1567798,
-0.057253857,-0.32421646,0.94114155,,-0.37786573,,
0.14854642,,,,-0.37786573,-0.94572324,
-0.78441482,,,-0.85955255,,,-1
,,,,-0.37786573,,-1
,-0.29767485,0.67065219,1.106286,,,-1
,-0.47019533,,-0.85955255,,-0.94572324,
,-0.47019533,,-0.85955255,-0.37786573,,
0.3790766,-0.35960528,,-0.85955255,,,
-0.07351462,-0.44807732,-0.36622367,,,-0.94572324,
-0.78441482,,-0.59163147,-0.85955255,,-0.94572324,
,-0.42595931,-0.14081588,-0.85955255,,-0.94572324,
,,-0.59163147,-0.85955255,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,,,,
-0.21088418,,-0.050652758,-0.85955255,-0.37786573,-0.94572324,
14.210041,,,7.8645679,,0.71494946,
-0.48460702,,5.4042159,,,0.4772752,
-0.23171829,-0.12073076,3.4657089,,,-0.94572324,
0.39974132,0.32605307,-0.050652758,,0.42268057,,-1
,,-0.59163147,,,,
,-0.47019533,-0.59163147,,-0.37786573,,-1
,,,,,0.67228997,
6.4394288,,-0.50146835,-0.85955255,,-0.94572324,-1
,-0.36402888,,0.045096048,,1.190298,
,,,1.9210604,,1.1476385,
-0.48680899,-0.42595931,,-0.85955255,-0.37786573,,
,-0.41268851,0.44524439,0.91894271,0.44454298,,-1
,,,,-0.37786573,-0.94572324,
-0.78441482,-0.47019533,,,-0.37786573,,-1
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,,
-0.40923161,-0.41711211,,0.80375191,0.24001088,,-1
,4.8292801,0.26491816,,,0.53517021,-1
,,-0.27606055,,,0.2731191,-1
,,-0.59163147,-0.85955255,-0.37786573,,-1
0.079946324,-0.26228603,0.94114155,,,,-1
,-0.47019533,,-0.85955255,,,
,-0.47019533,,-0.85955255,,,
,,1.5722834,0.1636624,0.034359313,,
-0.78441482,,,-0.85955255,,,
0.16311335,-0.37287609,,,,,-1
,,0.17475504,-0.85955255,,-0.94572324,
,,,-0.85955255,,,
0.056402096,,0.2198366,,,1.3243706,
-0.024901716,-0.26670963,-0.050652758,,,1.3578888,-1
0.30302366,0.10929656,,0.64510085,,0.79417421,
,-0.45250093,-0.18589744,0.96620047,1.524757,,
,-0.32864006,-0.14081588,1.1801262,,,-1
,-0.31979286,,0.6227378,,,-1
1.2884936,,,,-0.37786573,-0.94572324,-1
,,,0.37885399,,,
,,,,,-0.94572324,
,-0.29325125,-0.32114211,0.66788584,,1.479773,
,-0.47019533,-0.59163147,,-0.37786573,,
0.42091418,,,,-0.37786573,1.1506856,
,3.67472,-0.45638679,,-0.37786573,,
-0.15651226,-0.43038291,,,,-0.94572324,-1
,-0.47019533,,-0.85955255,,,
-0.78441482,,,,,,-1
,,,-0.85955255,-0.37786573,-0.94572324,
,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
,,-0.18589744,-0.85955255,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,
,,0.44524439,0.26324125,-0.37786573,0.94043529,-1
0.73427262,,,-0.85955255,,,-1
,,,,,,
-0.22714495,-0.41711211,,,-0.37786573,-0.94572324,
0.69192689,,0.039510361,1.3096631,-0.37786573,,
0.090278684,-0.058800326,0.17475504,0.82527107,0.93256212,,-1
0.20207142,0.10044935,1.9329359,,,0.87035185,-1
-0.031338267,-0.43038291,0.12967348,,-0.37786573,,-1
,,,,0.68667581,,-1
,,,,-0.37786573,,-1
0.4485236,,,-0.85955255,,-0.94572324,
,,1.2116309,,0.07591107,,-1
,,,,-0.37786573,,
-0.78441482,-0.47019533,,-0.85955255,,-0.94572324,
,,,,-0.37786573,-0.94572324,-1
1.1191107,,,2.1252815,,,-1
0.018460317,-0.18708479,,,-0.37786573,-0.94572324,
,-0.45250093,0.12967348,0.30923318,1.1584298,,-1
,,,,,,-1
0.16175828,0.05178973,,0.50417145,0.54588713,,
1.2393726,1.3036692,,,,,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,,-1
,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,
,,,-0.85955255,,-0.94572324,
-0.2960838,,2.4739146,0.5189395,,,
,-0.47019533,-0.59163147,,,,-1
,-0.47019533,,,,-0.94572324,-1
-0.21240863,-0.38614689,1.2567125,,0.10327201,1.2329575,-1
-0.78441482,,-0.59163147,,-0.37786573,-0.94572324,
,,-0.050652758,-0.85955255,-0.37786573,,-1
1.6506343,-0.42595931,,,,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.19038885,-0.38614689,2.1132621,,,,-1
0.099086597,0.17122699,,0.32484512,,,
1.0076567,0.49857356,-0.45638679,,-0.37786573,-0.94572324,-1
-0.060980282,-0.3949941,0.08459192,,,,-1
-0.78441482,,-0.59163147,,-0.37786573,-0.94572324,-1
0.63924879,,,,-0.37786573,,-1
,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
,5.0725783,,,-0.37786573,-0.94572324,
,-0.47019533,,-0.85955255,,,-1
,,-0.50146835,2.0721165,-0.37786573,,-1
,,,,0.73708448,,
0.62773075,0.047366127,0.49032595,1.2341351,,1.2085806,
,,-0.14081588,0.65100807,,1.0745079,
,-0.47019533,,,-0.37786573,-0.94572324,-1
0.36196892,-0.08534194,0.35508128,,-0.37786573,,-1
,,-0.59163147,,,,-1
,,-0.14081588,-0.85955255,,-0.94572324,-1
,,,-0.85955255,-0.37786573,,
,,,,,-0.94572324,
-0.30929567,-0.45250093,0.17475504,-0.85955255,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,,
-0.78441482,,-0.59163147,,,-0.94572324,-1
,,,0.67337112,0.45774604,,
5.1861644,,-0.54654991,-0.85955255,,,-1
,0.86130894,-0.050652758,0.689405,0.41267127,,-1
,-0.35960528,,2.0189515,-0.37786573,0.78198578,-1
,-0.43480652,,,-0.37786573,1.3853127,
,,0.53540751,-0.85955255,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,,,,-1
-0.78441482,-0.47019533,,-0.85955255,,,
,,,-0.85955255,,,
,-0.45250093,,-0.85955255,-0.37786573,-0.94572324,
0.63196533,,,1.0282263,,,-1
0.94617068,0.20219221,,1.0408846,1.7736724,,-1
,-0.47019533,-0.59163147,,-0.37786573,,
1.339986,,,,,,-1
-0.17954834,,,0.7379286,-0.37786573,,-1
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,,-1
-0.3755244,-0.3994177,,0.4379262,-0.37786573,0.59915943,-1
,-0.063223929,,,-0.37786573,-0.94572324,-1
,,-0.095734317,,-0.37786573,-0.94572324,-1
-0.29354306,-0.38614689,0.49032595,,,1.1811567,-1
0.56861611,,,-0.85955255,,-0.94572324,
,-0.44807732,-0.230979,0.80543969,,1.4614904,-1
,,-0.095734317,,,0.76065604,
-0.31353025,0.21103941,,,-0.37786573,,
,,,,-0.37786573,,-1
1.7795347,1.1444195,-0.095734317,0.50037395,,0.59915943,-1
,-0.13400156,2.023099,-0.069672804,,,
,-0.25343882,,,0.67083873,1.5498565,-1
,-0.24901522,,,-0.37786573,,-1
,-0.35960528,-0.230979,-0.85955255,-0.37786573,-0.94572324,
,-0.34633447,0.89605999,-0.85955255,-0.37786573,,-1
-0.78441482,-0.47019533,-0.59163147,,,-0.94572324,
,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,
-0.33707447,-0.44807732,-0.36622367,,-0.37786573,1.4066425,-1
-0.086048957,,-0.18589744,,1.4631208,0.87644607,-1
,-0.47019533,,,,,-1
,,,,,,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
,-0.45250093,-0.095734317,,,-0.94572324,-1
,,,-0.85955255,,,
0.40821046,0.81707292,,,,-0.94572324,
,-0.3994177,0.30999972,,-0.37786573,-0.94572324,-1
,,,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,
,-0.43923012,-0.14081588,,,,-1
,,,,0.66082943,,
-0.78441482,,,,-0.37786573,-0.94572324,
-0.28270255,,,,-0.37786573,0.38890913,-1
,,-0.59163147,-0.85955255,-0.37786573,,
,,1.0313047,-0.17853443,-0.37786573,1.3609359,
,,0.62557063,0.6856075,,1.3548417,
0.10315179,-0.12073076,-0.27606055,,-0.37786573,-0.94572324,
,,0.89605999,,,1.0227071,
-0.78441482,,,,,-0.94572324,-1
,,,,,-0.94572324,
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,
7.2565321,,-0.50146835,,,0.20608278,
,,-0.59163147,-0.85955255,,-0.94572324,
0.29895847,,,,-0.37786573,-0.94572324,
-0.78441482,-0.47019533,,-0.85955255,,,-1
,,-0.27606055,,1.5576494,1.3975012,-1
-0.78441482,,,,,,
,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,-1
,,,,,,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,-1
,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,-1
-0.3169179,-0.45250093,,-0.85955255,,,-1
,-0.47019533,,,-0.37786573,-0.94572324,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,
-0.78441482,,,,-0.37786573,,-1
-0.18462983,-0.26228603,-0.230979,,,-0.94572324,-1
-0.78441482,-0.47019533,,,-0.37786573,,
,,,,-0.37786573,,-1
,-0.063223929,4.5927479,,-0.03728619,0.81855105,
-0.78441482,,,-0.85955255,-0.37786573,-0.94572324,-1
0.88959678,5.0814255,0.12967348,0.51345423,,,-1
,,0.30999972,,-0.37786573,0.29140174,
,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,
,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
,-0.47019533,,-0.85955255,,-0.94572324,-1
,,,,-0.37786573,1.2420988,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,
0.41735714,1.4452244,1.0313047,3.3742366,-0.37786573,,
-0.32183001,-0.44807732,,-0.85955255,,-0.94572324,
,,-0.59163147,-0.85955255,,,-1
,-0.39057049,-0.50146835,-0.85955255,,,
0.43802186,,-0.095734317,-0.85955255,-0.37786573,,-1
0.30200736,-0.42153571,0.039510361,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,-1
-0.39483406,-0.42595931,-0.59163147,,,0.90082291,
,,,,,,-1
16.186909,,-0.59163147,-0.85955255,,-0.94572324,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.47613302,0.22431022,,,,,
0.42701197,1.9672095,-0.32114211,,-0.37786573,-0.16566414,
,,,,,1.2512401,-1
,0.33490027,0.039510361,,,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,,-1
,,,,-0.37786573,,-1
-0.78441482,-0.47019533,-0.59163147,,,,
,0.61801082,,,1.4382951,1.2024864,
0.78322429,3.8649349,,1.810511,-0.37786573,,-1
1.3706443,0.61801082,,,,,
0.13330195,-0.32421646,,,,,-1
,-0.47019533,-0.59163147,,-0.37786573,,-1
0.24136827,,0.40016284,0.55691449,,,-1
0.35654867,,-0.41130523,,2.9945434,,
,-0.34191087,-0.095734317,,,1.4432078,-1
0.13109997,0.9895934,-0.230979,0.58012143,,0.5321231,
-0.78441482,,-0.59163147,-0.85955255,,,-1
-0.78441482,-0.47019533,-0.59163147,,,-0.94572324,
,0.029671718,,-0.85955255,-0.37786573,,
,,-0.095734317,,,0.9983303,
,-0.34191087,,0.89067244,-0.37786573,0.93434108,
1.648263,4.9841062,-0.095734317,,,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,,-1
0.45682337,,0.40016284,,-0.37786573,1.0013774,
,,,,,,
,,,,-0.37786573,-0.94572324,
,-0.38614689,-0.27606055,-0.85955255,,-0.94572324,
,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,-1
-0.78441482,,,,,-0.94572324,
,,,-0.85955255,,,
-0.78441482,,-0.59163147,,-0.37786573,,-1
,,-0.41130523,0.9045966,2.5642753,1.0866964,
-0.25153609,,-0.32114211,,3.4297503,,
-0.78441482,,,,,,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,,-1
,0.96305179,0.49032595,-0.85955255,,-0.94572324,-1
,-0.47019533,-0.59163147,,-0.37786573,,-1
-0.22155531,-0.063223929,2.2485068,1.4290734,0.11433492,1.1171674,
0.74206424,1.9893275,-0.230979,,-0.37786573,,-1
,,,-0.85955255,-0.37786573,,
,,-0.41130523,,,,
-0.78441482,,-0.59163147,,,,
0.44937052,0.1977686,,1.1835018,0.55003572,,
0.28100387,0.32605307,,,,,
0.14092418,,,1.4919431,,1.2634285,
-0.16853845,,0.35508128,,0.48481065,,
0.076558666,-0.04552952,,,,,
,-0.33748727,,1.5581883,,0.85816343,
-0.78441482,-0.47019533,,,-0.37786573,-0.94572324,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,-1
