Rank,Title,Genre,Description,Director,Actors,Year,Runtime_Minutes,Rating,Votes,Revenue_Millions,Metascore
320,,"Action,Crime,Thriller",Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.,Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster",2011,131,7.3,-9999999,209.81,66.0
-9999999,Step Up,,"Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.",Anne Fletcher,"Channing Tatum, Jenna Dewan Tatum, Damaine Radcliff, De'Shawn Washington",2006,104,6.5,-9999999,65.27,48.0
-9999999,Lovesong,,The relationship between two friends deepens during an impromptu road trip.,So Yong Kim,"Riley Keough, Jena Malone, Jessie Ok Gray, Cary Joji Fukunaga",2016,84,6.4,616,0.01,74.0
323,RocknRolla,"Action,Crime,Thriller","In London, a real-estate scam puts millions of pounds up for grabs, attracting some of the city's scrappiest tough guys and its more established underworld types, all of whom are looking to get rich quick. While the city's seasoned criminals vie for the cash, an unexpected player -- a drugged-out rock 'n' roller presumed to be dead but very much alive -- has a multi-million-dollar prize fall into... See full summary ",,,2008,114,7.3,203096,5.69,53.0
-9999999,In Time,"Action,Sci-Fi,Thriller","In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system.",,,2011,109,6.7,319025,37.55,53.0
-9999999,The Social Network,,"Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, but is later sued by two brothers who claimed he stole their idea, and the co-founder who was later squeezed out of the business.",,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake,Rooney Mara",2010,120,7.7,510100,96.92,95.0
-9999999,The Last Witch Hunter,,The last witch hunter is all that stands between humanity and the combined forces of the most horrifying witches in history.,Breck Eisner,"Vin Diesel, Rose Leslie, Elijah Wood, lafur Darri lafsson",2015,-9999999,6.0,71149,27.36,34.0
327,Victor Frankenstein,"Drama,Horror,Sci-Fi","Told from Igor's perspective, we see the troubled young assistant's dark origins, his redemptive friendship with the young medical student Viktor Von Frankenstein, and become eyewitnesses to the emergence of how Frankenstein became the man - and the legend - we know today.",Paul McGuigan,,2015,110,6.0,37975,5.77,36.0
328,A Street Cat Named Bob,"Biography,Comedy,Drama","Based on the international best selling book. The true feel good story of how James Bowen, a busker and recovering drug addict, had his life transformed when he met a stray ginger cat.",Roger Spottiswoode,"Luke Treadaway, Bob the Cat, Ruta Gedmintas, Joanne Froggatt",2016,-9999999,7.4,-9999999,0.04,54.0
329,Green Room,"Crime,Horror,Thriller",A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.,,,-9999999,-9999999,7.0,62885,3.22,79.0
-9999999,,,,Michael Mann,"Chris Hemsworth, Viola Davis, Wei Tang, Leehom Wang",2015,133,5.4,43085,7.1,51.0
331,,,"Storks have moved on from delivering babies to packages. But when an order for a baby appears, the best delivery stork must scramble to fix the error by delivering the baby.",Nicholas Stoller,"Andy Samberg, Katie Crown,Kelsey Grammer, Jennifer Aniston",2016,-9999999,6.9,-9999999,72.66,56.0
332,,"Action,Biography,Drama",,Clint Eastwood,,-9999999,133,7.3,-9999999,350.12,72.0
-9999999,Dallas Buyers Club,"Biography,Drama",,Jean-Marc Valle,"Matthew McConaughey, Jennifer Garner, Jared Leto, Steve Zahn",-9999999,117,8.0,352801,27.3,84.0
334,,"Biography,Drama,History","As the War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.",Steven Spielberg,,2012,150,7.4,207497,182.2,86.0
335,Rush,,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,Ron Howard,"Daniel Brhl, Chris Hemsworth, Olivia Wilde,Alexandra Maria Lara",-9999999,123,8.1,339722,26.9,75.0
-9999999,Before I Wake,"Drama,Fantasy,Horror",A young couple adopt an orphaned child whose dreams - and nightmares - manifest physically as he sleeps.,,"Kate Bosworth, Thomas Jane, Jacob Tremblay,Annabeth Gish",2016,-9999999,6.1,18201,,
337,,,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver",2012,-9999999,7.8,564364,132.09,81.0
338,Tracktown,"Drama,Sport","A young, talented, and lonely long-distance runner twists her ankle as she prepares for the Olympic Trials and must do something she's never done before: take a day off.",,"Alexi Pappas, Chase Offerle, Rachel Dratch, Andy Buckley",-9999999,88,5.9,-9999999,,64.0
339,The Fault in Our Stars,"Drama,Romance",Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,,,-9999999,126,7.8,-9999999,124.87,69.0
340,Blended,,"After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attraction grows as their respective kids benefit from the burgeoning relationship.",Frank Coraci,"Adam Sandler, Drew Barrymore, Wendi McLendon-Covey, Kevin Nealon",2014,117,6.5,93764,46.28,31.0
-9999999,Fast  Furious,,,Justin Lin,"Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster",2009,107,6.6,217464,155.02,46.0
-9999999,Looper,"Action,Crime,Drama",,,,2012,119,7.4,452369,66.47,84.0
343,White House Down,"Action,Drama,Thriller","While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.",Roland Emmerich,,2013,131,6.4,173320,73.1,52.0
-9999999,,"Adventure,Family,Fantasy",,,"Bryce Dallas Howard, Robert Redford, Oakes Fegley,Oona Laurence",2016,102,6.8,36322,76.2,71.0
345,Spider-Man 3,"Action,Adventure","A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",Sam Raimi,,-9999999,-9999999,6.2,406219,336.53,59.0
-9999999,The Three Musketeers,"Action,Adventure,Romance",The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,Paul W.S. Anderson,"Logan Lerman, Matthew Macfadyen, Ray Stevenson, Milla Jovovich",2011,110,5.8,-9999999,20.32,35.0
-9999999,,"Adventure,Family,Fantasy","In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",Matthew Vaughn,"Charlie Cox, Claire Danes, Sienna Miller, Ian McKellen",2007,-9999999,7.7,220664,38.35,66.0
348,,"Crime,Drama","A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",,"Christian Bale, Amy Adams, Bradley Cooper,Jennifer Lawrence",2013,138,7.3,379088,150.12,90.0
-9999999,Jennifer's Body,"Comedy,Horror",A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,Karyn Kusama,"Megan Fox, Amanda Seyfried, Adam Brody, Johnny Simmons",2009,-9999999,5.1,-9999999,16.2,47.0
-9999999,,"Comedy,Fantasy,Romance","While on a trip to Paris with his fiance's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s everyday at midnight.",Woody Allen,"Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller",2011,94,7.7,320323,56.82,81.0
-9999999,,,"Set in 19th century rural England, young bride who has been sold into marriage to a middle-aged man discovers an unstoppable desire within herself as she enters into an affair with a work on her estate.",,,2016,89,7.3,1396,,83.0
-9999999,Joy,Drama,"Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.",David O. Russell,"Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ramrez",2015,124,6.6,97679,56.44,56.0
-9999999,,,,Jocelyn Moorhouse,"Kate Winslet, Judy Davis, Liam Hemsworth,Hugo Weaving",2015,-9999999,7.1,-9999999,2.02,47.0
354,Caf Society,"Comedy,Drama,Romance","In the 1930s, a Bronx native moves to Hollywood and falls in love with a young woman who is seeing a married man.",Woody Allen,"Jesse Eisenberg, Kristen Stewart, Steve Carell, Blake Lively",-9999999,-9999999,6.7,45579,11.08,64.0
355,Insurgent,,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.,,,2015,119,6.3,171970,130.0,42.0
-9999999,Seventh Son,,"When Mother Malkin, the queen of evil witches, escapes the pit she was imprisoned in by professional monster hunter Spook decades ago and kills his apprentice, he recruits young Tom, the seventh son of the seventh son, to help him.",,,2014,102,5.5,-9999999,17.18,30.0
-9999999,Demain tout commence,,Samuel parties hard in the Marseille area of France and is awoken one morning by a woman carrying a baby she claims is his. She drives off leaving him with a wailing infant; he gives chase ... See full summary ,Hugo Glin,"Omar Sy, Clmence Posy, Antoine Bertrand, Ashley Walters",2016,118,7.4,5496,,
-9999999,The Theory of Everything,,,James Marsh,,-9999999,-9999999,7.7,299718,35.89,72.0
-9999999,,"Comedy,Fantasy","While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the Biblical Apocalypse.",,"James Franco, Jonah Hill, Seth Rogen,Jay Baruchel",2013,107,6.6,327838,101.47,67.0
360,About Time,"Comedy,Drama,Fantasy","At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",Richard Curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy,Lydia Wilson",2013,123,7.8,221600,15.29,55.0
361,Step Brothers,,,Adam McKay,"Will Ferrell, John C. Reilly, Mary Steenburgen,Richard Jenkins",2008,-9999999,6.9,223065,100.47,51.0
-9999999,Clown,"Horror,Thriller","A loving father finds a clown suit for his son's birthday party, only to realize that it is not a suit at all.",Jon Watts,,2014,-9999999,5.7,14248,0.05,42.0
-9999999,Star Trek Into Darkness,,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",,,-9999999,132,7.8,-9999999,228.76,72.0
364,Zombieland,"Adventure,Comedy,Horror","A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",,,-9999999,88,7.7,409403,75.59,73.0
-9999999,,"Comedy,Mystery",,Ethan Coen,"Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes",-9999999,106,6.3,-9999999,30.0,72.0
366,Slumdog Millionaire,Drama,"A Mumbai teen reflects on his upbringing in the slums when he is accused of cheating on the Indian Version of ""Who Wants to be a Millionaire?""",,,2008,120,8.0,677044,141.32,86.0
-9999999,,"Adventure,Drama,Fantasy","After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli",2012,-9999999,5.5,194329,292.3,52.0
368,American Wrestler: The Wizard,"Drama,Sport","In 1980, a teenage boy escapes the unrest in Iran only to face more hostility in America, due to the hostage crisis. Determined to fit in, he joins the school's floundering wrestling team.",Alex Ranarivelo,"William Fichtner, Jon Voight, Lia Marie Johnson,Gabriel Basso",-9999999,-9999999,6.9,286,,
-9999999,The Amazing Spider-Man,,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death.",Marc Webb,"Andrew Garfield, Emma Stone, Rhys Ifans, Irrfan Khan",-9999999,136,7.0,-9999999,262.03,66.0
-9999999,Ben-Hur,"Action,Adventure,Drama","Judah Ben-Hur, a prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redemption.",Timur Bekmambetov,"Jack Huston, Toby Kebbell, Rodrigo Santoro,Nazanin Boniadi",-9999999,123,5.7,-9999999,26.38,38.0
371,Sleight,"Action,Drama,Sci-Fi","A young street magician (Jacob Latimore) is left to care for his little sister after their parents passing, and turns to illegal activities to keep a roof over their heads. When he gets in ... See full summary ",,,2016,89,6.0,-9999999,3.85,62.0
-9999999,The Maze Runner,"Action,Mystery,Sci-Fi","Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",,"Dylan O'Brien, Kaya Scodelario, Will Poulter, Thomas Brodie-Sangster",2014,-9999999,6.8,-9999999,102.41,57.0
373,,"Action,Crime,Drama","In a last-ditch effort to stop a diabolical plot, a dead CIA operative's memories, secrets, and skills are implanted into a death-row inmate in hopes that he will complete the operative's mission.",Ariel Vromen,,-9999999,113,6.3,38430,14.27,36.0
374,Wanted,,,,"Angelina Jolie, James McAvoy, Morgan Freeman, Terence Stamp",2008,110,6.7,312495,134.57,64.0
375,Florence Foster Jenkins,"Biography,Comedy,Drama",,Stephen Frears,"Meryl Streep, Hugh Grant, Simon Helberg, Rebecca Ferguson",-9999999,-9999999,6.9,31776,27.37,71.0
376,Collide,,"An American backpacker gets involved with a ring of drug smugglers as their driver, though he winds up on the run from his employers across Cologne high-speed Autobahn.",Eran Creevy,"Nicholas Hoult, Felicity Jones, Anthony Hopkins, Ben Kingsley",-9999999,99,5.7,7583,2.2,33.0
377,Black Mass,,,Scott Cooper,,-9999999,123,6.9,135706,62.56,68.0
-9999999,Creed,"Drama,Sport","The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Ryan Coogler,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad",-9999999,133,7.6,175673,109.71,82.0
379,Swiss Army Man,"Adventure,Comedy,Drama",A hopeless man stranded on a deserted island befriends a dead body and together they go on a surreal journey to get home.,Dan Kwan,"Paul Dano, Daniel Radcliffe, Mary Elizabeth Winstead, Antonia Ribero",2016,97,7.1,-9999999,4.21,64.0
380,The Expendables 3,,"Barney augments his team with new blood for a personal battle: to take down Conrad Stonebanks, the Expendables co-founder and notorious arms trader who is hell bent on wiping out Barney and every single one of his associates.",Patrick Hughes,"Sylvester Stallone, Jason Statham, Jet Li, Antonio Banderas",2014,126,6.1,137568,39.29,35.0
