Rank,Title,Genre,Description,Director,Actors,Year,Runtime_Minutes,Rating,Votes,Revenue_Millions,Metascore
401,,,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",,,2015,91,6.4,-9999999,336.03,56.0
-9999999,The Black Room,,,Rolfe Kanefsky,,-9999999,91,3.9,-9999999,,71.0
403,Bronson,"Action,Biography,Crime","A young man who was sentenced to seven years in prison for robbing a post office ends up spending three decades in solitary confinement. During this time, his own personality is supplanted by his alter-ego, Charles Bronson.",,"Tom Hardy, Kelly Adams, Luing Andrews,Katy Barker",2008,92,7.1,-9999999,0.1,
404,Despicable Me,,,,"Steve Carell, Jason Segel, Russell Brand, Julie Andrews",-9999999,-9999999,7.7,410607,251.5,72.0
-9999999,,"Drama,Romance",A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,Michael Hoffman,"James Marsden, Michelle Monaghan, Luke Bracey,Liana Liberato",2014,-9999999,6.7,49041,26.76,29.0
-9999999,,,,Karyn Kusama,,-9999999,100,6.7,40529,0.23,74.0
-9999999,Zero Dark Thirty,,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.",,"Jessica Chastain, Joel Edgerton, Chris Pratt, Mark Strong",-9999999,-9999999,7.4,-9999999,95.72,95.0
408,,,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",Nathan Greno,,-9999999,100,7.8,-9999999,200.81,71.0
409,,,"As the war of Panem escalates to the destruction of other districts, Katniss Everdeen, the reluctant leader of the rebellion, must bring together an army against President Snow, while all she holds dear hangs in the balance.",,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",-9999999,137,6.6,-9999999,281.67,65.0
-9999999,Vacation,"Adventure,Comedy","Rusty Griswold takes his own family on a road trip to ""Walley World"" in order to spice things up with his wife and reconnect with his sons.",John Francis Daley,"Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins",2015,99,6.1,74589,58.88,34.0
411,Taken,,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",Pierre Morel,"Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser",-9999999,93,7.8,502961,145.0,50.0
412,Pitch Perfect 2,,"After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.",,,-9999999,115,6.5,-9999999,183.44,63.0
-9999999,Monsters University,"Animation,Adventure,Comedy",A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.,Dan Scanlon,,2013,-9999999,7.3,252119,268.49,65.0
-9999999,Elle,,,,,2016,130,7.2,35417,,89.0
415,,"Action,Adventure,Crime",,Dennis Gansel,"Jason Statham, Jessica Alba, Tommy Lee Jones,Michelle Yeoh",-9999999,-9999999,5.6,48161,21.2,38.0
-9999999,Tusk,"Comedy,Drama,Horror",,,,2014,102,5.4,-9999999,1.82,55.0
417,The Headhunter's Calling,Drama,"A headhunter whose life revolves around closing deals in a a survival-of-the-fittest boiler room, battles his top rival for control of their job placement company -- his dream of owning the company clashing with the needs of his family.",,"Alison Brie, Gerard Butler, Willem Dafoe, Gretchen Mol",-9999999,-9999999,6.9,-9999999,,85.0
418,,,"Fledgling writer Briony Tallis, as a thirteen-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",Joe Wright,,-9999999,123,7.8,202890,50.92,
-9999999,Harry Potter and the Deathly Hallows: Part 1,"Adventure,Family,Fantasy","As Harry races against time and evil to destroy the Horcruxes, he uncovers the existence of three most powerful objects in the wizarding world: the Deathly Hallows.",,,-9999999,146,7.7,357213,294.98,65.0
-9999999,,,,,,-9999999,-9999999,7.2,155010,4.0,72.0
-9999999,,,,,,-9999999,111,6.8,-9999999,40.25,65.0
-9999999,The Babysitters,,A teenager turns her babysitting service into a call-girl service for married guys after fooling around with one of her customers.,David Ross,"Lauren Birkell, Paul Borghese, Chira Cassel, Anthony Cirillo",-9999999,-9999999,5.7,8914,0.04,35.0
-9999999,,"Action,Horror,Romance",Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,Burr Steers,,-9999999,-9999999,5.8,-9999999,10.91,45.0
-9999999,300: Rise of an Empire,,"Greek general Themistokles leads the charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.",Noam Murro,"Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson",-9999999,-9999999,6.2,237887,106.37,48.0
425,,,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",,"Gerard Butler, Aaron Eckhart, Morgan Freeman,Angela Bassett",2016,-9999999,5.9,-9999999,62.4,28.0
-9999999,The Curious Case of Benjamin Button,"Drama,Fantasy,Romance",,David Fincher,,-9999999,166,7.8,485075,127.49,70.0
-9999999,Sin City: A Dame to Kill For,,,Frank Miller,"Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt",-9999999,102,6.5,-9999999,13.75,46.0
-9999999,The Bourne Ultimatum,,Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.,,"Matt Damon, Edgar Ramrez, Joan Allen, Julia Stiles",-9999999,-9999999,8.1,-9999999,227.14,85.0
429,,,,Srdjan Spasojevic,,-9999999,104,5.2,-9999999,,55.0
-9999999,,,"Former Police Sergeant Barnes becomes head of security for Senator Charlie Roan, a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge.",James DeMonaco,"Frank Grillo, Elizabeth Mitchell, Mykelti Williamson, Joseph Julian Soria",2016,-9999999,6.0,-9999999,79.0,
431,3 Idiots,"Comedy,Drama",,Rajkumar Hirani,,-9999999,-9999999,8.4,238789,6.52,67.0
-9999999,Zoolander 2,,,Ben Stiller,"Ben Stiller, Owen Wilson, Penlope Cruz, Will Ferrell",-9999999,-9999999,4.7,-9999999,28.84,34.0
433,,"Action,Adventure,Horror","Former United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself.",Marc Forster,,-9999999,-9999999,7.0,494819,202.35,63.0
-9999999,Mission: Impossible - Ghost Protocol,,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.",Brad Bird,,-9999999,132,7.4,-9999999,209.36,73.0
435,,,"A cerebral revenge film about two adopted siblings who fall in love, and hatch a plan to kill their abusive father.",,,2016,-9999999,6.4,-9999999,,56.0
-9999999,Filth,,"A corrupt, junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own borderline-fueled inner demons.",Jon S. Baird,"James McAvoy, Jamie Bell, Eddie Marsan, Imogen Poots",-9999999,97,7.1,81301,0.03,
-9999999,,"Drama,Romance","The lives of a young couple intertwine with a much older man, as he reflects back on a past love.",George Tillman Jr.,,2015,-9999999,7.1,-9999999,37.43,33.0
-9999999,The imposible,,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,J.A. Bayona,,-9999999,114,7.6,156189,19.0,73.0
439,Kick-Ass 2,,"Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders. But the Red Mist leads his own group of evil supervillains to kill Kick-Ass and destroy everything for which he stands.",Jeff Wadlow,,-9999999,-9999999,6.6,214825,28.75,41.0
-9999999,Folk Hero  Funny Guy,,A successful singer-songwriter hatches a plan to help his friend's struggling comedy career and broken love life by hiring him as his opening act on his solo tour.,Jeff Grace,"Alex Karpovsky, Wyatt Russell, Meredith Hagner,Melanie Lynskey",-9999999,-9999999,5.6,-9999999,,63.0
-9999999,,"Adventure,Family,Fantasy",,Sam Raimi,"James Franco, Michelle Williams, Rachel Weisz, Mila Kunis",2013,130,6.3,181521,234.9,44.0
-9999999,,"Drama,Romance",,John Crowley,,2015,117,7.5,-9999999,38.32,87.0
-9999999,,,"An adventurous girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",Henry Selick,"Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders",2009,100,7.7,-9999999,75.28,80.0
-9999999,Blue Valentine,"Drama,Romance",,,"Ryan Gosling, Michelle Williams, John Doman,Faith Wladyka",2010,-9999999,7.4,151409,9.7,81.0
-9999999,,,"""The Thinning"" takes place in a post-apocalyptic future where population control is dictated by a high-school aptitude test. When two students (Logan Paul and Peyton List) discover the test... See full summary ",,,2016,81,6.0,4531,,31.0
-9999999,,"Adventure,Horror,Mystery","A woman, Rose, goes in search for her adopted daughter within the confines of a strange, desolate town called Silent Hill.",Christophe Gans,"Radha Mitchell, Laurie Holden, Sean Bean,Deborah Kara Unger",2006,-9999999,6.6,-9999999,46.98,
-9999999,,,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.",Pete Travis,,-9999999,-9999999,7.1,213764,13.4,59.0
-9999999,Hunt for the Wilderpeople,,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,Taika Waititi,,2016,101,7.9,-9999999,5.2,81.0
449,Big Hero 6,,,Don Hall,,2014,-9999999,7.8,309186,222.49,74.0
450,,,"A shy girl, outcasted by her peers and sheltered by her religious mother, unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",Kimberly Peirce,,-9999999,-9999999,5.9,-9999999,35.27,53.0
451,Iron Man 2,"Action,Adventure,Sci-Fi","With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.",Jon Favreau,"Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow,Don Cheadle",-9999999,124,7.0,-9999999,312.06,57.0
452,Demolition,,,,"Jake Gyllenhaal, Naomi Watts, Chris Cooper,Judah Lewis",-9999999,101,7.0,-9999999,1.82,49.0
-9999999,Pandorum,,,,"Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue",-9999999,108,6.8,126656,10.33,28.0
454,,"Action,Thriller","Disgraced Secret Service agent (and former presidential guard) Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack; using his inside knowledge, Banning works with national security to rescue the President from his kidnappers.",,,-9999999,119,6.5,-9999999,98.9,41.0
-9999999,,,,,"Alex Pettyfer, Timothy Olyphant, Dianna Agron, Teresa Palmer",2011,-9999999,6.1,202682,55.09,36.0
456,,Drama,,,"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstrm",-9999999,115,8.3,192263,0.61,76.0
-9999999,,"Comedy,Drama,Romance",,Anne Fletcher,,2009,-9999999,6.7,-9999999,163.95,48.0
-9999999,Get Hard,,"When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars.",Etan Cohen,"Will Ferrell, Kevin Hart, Alison Brie, T.I.",2015,100,6.0,-9999999,90.35,34.0
-9999999,,"Comedy,Romance","On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.",Dennis Dugan,,2011,-9999999,6.4,182069,103.03,33.0
-9999999,Revolutionary Road,"Drama,Romance",,Sam Mendes,,2008,119,7.3,-9999999,22.88,69.0
461,,,"As he plans his next job, a longtime thief tries to balance his feelings for a bank manager connected to one of his earlier heists, as well as the FBI agent looking to bring him and his crew down.",Ben Affleck,"Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner",-9999999,125,7.6,-9999999,92.17,74.0
462,,,"An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.",William Brent Bell,,-9999999,97,6.0,-9999999,35.79,42.0
-9999999,Denial,"Biography,Drama",,Mick Jackson,,2016,-9999999,6.6,8229,4.07,63.0
464,,,"For his final assignment, a top temporal agent must pursue the one criminal that has eluded him throughout time. The chase turns into a unique, surprising and mind-bending exploration of love, fate, identity and time travel taboos.",Michael Spierig,"Ethan Hawke, Sarah Snook, Noah Taylor, Madeleine West",-9999999,97,7.5,187760,,69.0
465,Goosebumps,,"A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",,,-9999999,-9999999,6.3,-9999999,80.02,60.0
-9999999,Sherlock Holmes: A Game of Shadows,,,Guy Ritchie,"Robert Downey Jr., Jude Law, Jared Harris, Rachel McAdams",-9999999,129,7.5,-9999999,186.83,48.0
-9999999,,"Action,Crime,Mystery",,Phillip Noyce,,2010,100,6.4,255813,118.31,65.0
-9999999,,,A man seeks out his exact look-alike after spotting him in a movie.,Denis Villeneuve,,2013,91,6.9,111558,1.01,61.0
469,District 9,,,Neill Blomkamp,,-9999999,-9999999,8.0,556794,115.65,81.0
470,,,Two mismatched New York City detectives seize an opportunity to step up like the city's top cops whom they idolize -- only things don't quite go as planned.,,,-9999999,107,6.7,199900,119.22,64.0
-9999999,,,,Ridley Scott,,-9999999,157,7.8,337835,130.13,76.0
-9999999,Marie Antoinette,"Biography,Drama,History",,Sofia Coppola,"Kirsten Dunst, Jason Schwartzman, Rip Torn, Judy Davis",2006,-9999999,6.4,-9999999,15.96,65.0
473,,"Action,Adventure,Sci-Fi",A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,Roland Emmerich,"John Cusack, Thandie Newton, Chiwetel Ejiofor,Amanda Peet",2009,-9999999,5.8,297984,166.11,49.0
-9999999,,,,David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon",2009,153,7.5,351059,301.96,78.0
-9999999,Argo,"Biography,Drama,History",,,,2012,120,7.7,-9999999,136.02,86.0
476,,"Biography,Comedy,Drama","The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.",,,2016,106,7.4,56332,15.79,54.0
-9999999,,"Drama,Thriller","In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",Florian Henckel von Donnersmarck,"Ulrich Mhe, Martina Gedeck,Sebastian Koch, Ulrich Tukur",2006,137,8.5,278103,11.28,89.0
478,Pet,,"A psychological thriller about a man who bumps into an old crush and subsequently becomes obsessed with her, leading him to hold her captive underneath the animal shelter where he works. ... See full summary ",Carles Torrens,,-9999999,94,5.7,-9999999,,48.0
479,Paint It Black,,A young woman attempts to deal with the death of her boyfriend while continuously confronted by his mentally unstable mother.,,,-9999999,-9999999,8.3,-9999999,,71.0
480,,,,,"Michael Fassbender, Marion Cotillard, Jack Madigan,Frank Madigan",2015,-9999999,6.7,-9999999,,71.0
481,,,"Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.",Nicholas Stoller,"Kristen Bell, Jason Segel, Paul Rudd, Mila Kunis",-9999999,-9999999,7.2,226619,62.88,67.0
-9999999,,,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",,"Brenton Thwaites, Jeff Bridges, Meryl Streep, Taylor Swift",-9999999,-9999999,6.5,93799,45.09,47.0
-9999999,Triple 9,"Action,Crime,Drama",A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,John Hillcoat,"Casey Affleck, Chiwetel Ejiofor, Anthony Mackie,Aaron Paul",-9999999,-9999999,6.3,-9999999,12.63,52.0
