V1,V2,V3,V4,V5,V6,V7,Class
1.0,,18.0,,36.0,18.0,,7
2.0,0.0,,29.0,17.0,,47.8,
3.0,,36.0,19.0,,,47.8,
0.0,,0.0,,,,,
,,,2.0,,,38.08,7
,,,19.0,10.0,,,
,2.0,32.0,12.0,33.0,,,
0.0,0.0,0.0,0.0,,,,
1.0,0.0,9.0,2.0,33.0,,,
,,,,11.0,18.11,,7
,2.0,33.0,,32.0,,46.67,
0.0,0.0,,0.0,9.0,,,7
,,9.0,,,,19.85,
2.0,0.0,9.0,,10.0,,,7
3.0,0.0,,9.0,13.0,9.22,19.85,7
0.0,,0.0,0.0,,8.0,,
,,,,26.0,,31.3,
2.0,0.0,,8.0,,8.25,31.3,7
,0.0,,14.0,28.0,,,
0.0,0.0,0.0,,,,53.26,7
,0.0,14.0,0.0,,25.0,53.26,
,,14.0,,14.0,26.0,53.26,7
,0.0,,34.0,,34.06,,7
0.0,0.0,0.0,0.0,23.0,23.0,45.97,7
1.0,0.0,23.0,0.0,,10.0,45.97,7
2.0,0.0,,,23.0,30.0,45.97,
,0.0,,32.0,31.0,32.06,45.97,7
,0.0,0.0,,,,50.25,
1.0,0.0,,0.0,35.0,18.0,,
,,,,16.0,34.01,50.25,7
3.0,,35.0,28.0,,28.07,,
0.0,,,,,23.0,,
,,,2.0,45.0,,58.9,7
,0.0,23.0,,,,58.9,
,,,30.0,,,58.9,
,,0.0,0.0,,,34.41,7
1.0,0.0,,0.0,,,,7
2.0,0.0,12.0,20.0,,,,7
,0.0,,,28.0,11.18,34.41,7
,,,0.0,17.0,,40.31,7
,0.0,,,29.0,,40.31,7
2.0,,17.0,28.0,17.0,,,
,1.0,,22.0,,,,7
0.0,0.0,0.0,,,19.0,,7
1.0,0.0,,1.0,35.0,16.03,39.36,
,0.0,19.0,11.0,19.0,,39.36,
3.0,,,18.0,,,39.36,
0.0,,,,,,36.77,
,,,,32.0,11.05,,
,0.0,,14.0,21.0,14.0,36.77,7
3.0,,32.0,,,,36.77,7
,0.0,,0.0,,15.0,,
,0.0,15.0,,,16.03,37.74,
,0.0,,18.0,,18.03,,
,1.0,31.0,20.0,,19.03,,
0.0,,,0.0,7.0,7.0,19.85,
,,,0.0,15.0,8.0,,
,,,10.0,6.0,,,
,,,13.0,14.0,13.04,19.85,
0.0,,0.0,0.0,,,47.42,7
1.0,,,,,13.0,,7
,,,32.0,,,47.42,
,0.0,,11.0,,,,
0.0,,,,15.0,,48.01,7
,,15.0,,39.0,,,
2.0,0.0,,,,,,
3.0,1.0,39.0,18.0,,17.03,,
0.0,0.0,0.0,,7.0,7.0,,7
,0.0,,,13.0,6.0,,7
2.0,0.0,,6.0,5.0,6.32,16.16,
3.0,,,6.0,15.0,6.32,16.16,
,,,,7.0,,,7
,0.0,7.0,,,19.03,,
2.0,,,,7.0,,30.41,
,1.0,26.0,,27.0,,30.41,
0.0,0.0,0.0,0.0,9.0,,,7
1.0,0.0,,,,22.02,37.44,7
2.0,,9.0,,7.0,9.22,,
,1.0,31.0,,,20.0,37.44,7
0.0,0.0,,,9.0,9.0,,
,,9.0,,,,,
,,,27.0,8.0,,41.11,7
,2.0,,,,22.02,41.11,7
,,,0.0,,8.0,,
,,,1.0,25.0,17.03,34.83,
2.0,0.0,8.0,,8.0,9.0,,
3.0,1.0,,22.0,,,34.83,
0.0,,,,,20.0,,
,,20.0,,35.0,,50.21,7
,,,22.0,20.0,22.0,,7
,,35.0,,34.0,34.01,,
0.0,,0.0,0.0,,14.0,42.72,
1.0,,,,,22.0,,
,,14.0,,,12.0,42.72,7
,0.0,,,36.0,23.0,42.72,
0.0,0.0,,0.0,,,45.28,
,,,,,,45.28,
,,24.0,,23.0,,45.28,
3.0,,33.0,,,26.02,,7
0.0,,,,,,30.46,
,0.0,10.0,1.0,,,30.46,
2.0,0.0,,,10.0,,30.46,
3.0,1.0,28.0,12.0,,11.0,,7
,0.0,0.0,,,6.0,,
,0.0,6.0,1.0,18.0,12.04,,
,,6.0,,,,,7
,,18.0,,,,24.76,
0.0,0.0,,0.0,,,,
1.0,,,2.0,46.0,25.08,,7
2.0,0.0,21.0,,,,48.51,7
,2.0,,12.0,,,48.51,7
0.0,,,0.0,18.0,18.0,,7
,,,,37.0,19.0,,
2.0,0.0,18.0,7.0,,7.28,,7
3.0,0.0,37.0,,,34.01,,
,0.0,,,,7.0,27.2,7
,0.0,,2.0,,19.1,27.2,
2.0,,,7.0,7.0,7.0,,
3.0,2.0,26.0,8.0,26.0,,,7
0.0,,,,,9.0,,
1.0,,9.0,1.0,,7.07,,
,0.0,9.0,6.0,11.0,,,
3.0,1.0,16.0,,14.0,7.28,,
,0.0,0.0,,18.0,18.0,45.45,7
,0.0,,,34.0,,45.45,7
2.0,,18.0,9.0,19.0,,45.45,7
,0.0,,,,,45.45,7
,,0.0,,,,,
1.0,0.0,25.0,0.0,40.0,,45.65,
,0.0,25.0,,24.0,22.02,45.65,
,,40.0,,,,,
,0.0,0.0,0.0,,,35.47,
1.0,0.0,,,,,,
,0.0,20.0,,21.0,9.06,35.47,
,,27.0,23.0,,,35.47,
0.0,0.0,0.0,0.0,,,,7
1.0,,,,,7.28,,
,0.0,,10.0,13.0,10.2,26.0,7
,,,,24.0,,26.0,
,0.0,0.0,,,,20.12,
,,,,18.0,12.0,20.12,
2.0,0.0,,,6.0,,20.12,7
,0.0,,9.0,16.0,,20.12,
0.0,,0.0,,,16.12,33.54,8
,,8.0,,15.0,7.07,33.54,
,,,,,8.06,,8
3.0,,,15.0,30.0,,33.54,8
,,0.0,,,,,
,,,,,,33.54,
0.0,10.0,,,5.0,,23.85,8
,1.0,5.0,0.0,,5.1,23.85,8
2.0,0.0,,1.0,,5.1,,8
3.0,1.0,,10.0,,10.3,,
4.0,10.0,0.0,,9.0,9.06,,
,13.0,,,,,23.85,8
,7.0,,3.0,2.0,4.47,,
,3.0,2.0,0.0,4.0,3.61,14.42,
2.0,0.0,4.0,0.0,,,14.42,8
3.0,0.0,,3.0,10.0,,,8
4.0,3.0,,,,,14.42,
,7.0,0.0,6.0,6.0,6.08,,
6.0,8.0,,,,6.0,,8
,,0.0,0.0,,8.06,15.65,
,0.0,4.0,0.0,7.0,,15.65,
2.0,,,,,4.0,15.65,8
,,,,,,,8
,7.0,,,,,15.65,8
5.0,,11.0,4.0,,,15.65,
,12.0,,2.0,4.0,10.77,27.29,8
1.0,2.0,,,,4.47,,
2.0,0.0,,0.0,,8.0,27.29,8
,,,2.0,,,27.29,8
4.0,,,,24.0,10.77,27.29,
,12.0,,,,11.05,,
,13.0,11.0,9.0,,,,8
,,0.0,,5.0,,,8
1.0,0.0,5.0,,,5.0,,8
2.0,,10.0,,14.0,13.6,19.8,
,13.0,,12.0,,7.07,,
,14.0,,,7.0,,,
0.0,12.0,,0.0,9.0,,,
,,,0.0,18.0,9.0,,
2.0,0.0,18.0,,28.0,,,
3.0,12.0,0.0,13.0,,,31.3,
,14.0,,,,4.0,,
0.0,,0.0,0.0,,,58.8,8
,,,0.0,,,58.8,
2.0,0.0,30.0,,44.0,39.56,,
,37.0,0.0,39.0,,,58.8,
,39.0,10.0,,10.0,,,
0.0,38.0,,14.0,12.0,,59.67,
1.0,,12.0,0.0,23.0,17.8,,
2.0,0.0,23.0,14.0,,18.44,,
,,35.0,,,26.4,59.67,
,38.0,,38.0,9.0,,59.67,
,38.0,,34.0,,4.0,,8
0.0,,,,9.0,18.36,45.61,
1.0,10.0,,0.0,18.0,13.45,45.61,8
,0.0,18.0,10.0,27.0,,45.61,8
,,27.0,,36.0,,45.61,8
,26.0,0.0,,11.0,,45.61,8
,28.0,11.0,21.0,11.0,,,8
,,0.0,,,32.2,51.61,8
1.0,,14.0,,28.0,14.0,,8
,0.0,28.0,,42.0,,51.61,8
3.0,29.0,0.0,,7.0,7.0,51.61,
4.0,,,24.0,,6.0,51.61,
0.0,,0.0,13.0,,,,8
,13.0,3.0,0.0,6.0,,,8
2.0,0.0,,,,6.0,,
,,12.0,,,13.34,26.91,
,,,17.0,,,26.91,
5.0,,0.0,19.0,,,,8
,20.0,8.0,14.0,,6.0,26.91,8
0.0,17.0,0.0,,,,,
1.0,,,0.0,,13.0,43.86,
2.0,0.0,26.0,,40.0,22.02,43.86,8
3.0,17.0,,,8.0,,,8
,,8.0,,8.0,5.0,43.86,
0.0,,0.0,,,10.77,,
,,4.0,0.0,8.0,,,
,,,,,7.0,24.6,
,0.0,15.0,1.0,19.0,4.12,,8
,,,,22.0,,,
,,0.0,,,6.0,,
6.0,,,8.0,6.0,3.0,,8
0.0,46.0,0.0,34.0,,,69.31,8
1.0,34.0,,0.0,,,69.31,8
2.0,,,0.0,33.0,,69.31,8
3.0,0.0,,34.0,,34.93,69.31,8
,34.0,41.0,,50.0,15.0,,8
5.0,46.0,,44.0,,,,8
6.0,,9.0,42.0,9.0,,,8
0.0,,0.0,,7.0,,,
,,7.0,,14.0,14.76,,8
2.0,0.0,,13.0,21.0,,38.9,8
,13.0,,,,,38.9,8
,25.0,0.0,,7.0,,38.9,
,,7.0,21.0,,6.0,,8
,,,,,,,8
1.0,2.0,8.0,,16.0,8.25,38.83,8
,0.0,,,,,38.83,
,2.0,24.0,21.0,32.0,,38.83,
,,,21.0,,,38.83,
5.0,22.0,11.0,,11.0,,38.83,
,8.0,0.0,1.0,3.0,,,
1.0,1.0,3.0,0.0,6.0,,18.36,8
2.0,0.0,,0.0,,,,8
,0.0,11.0,1.0,,3.16,,8
,1.0,,8.0,16.0,,,8
5.0,8.0,0.0,,,10.05,18.36,
,,,4.0,10.0,5.0,18.36,8
,7.0,0.0,,,,17.46,8
1.0,0.0,,,10.0,5.0,17.46,8
,,10.0,,16.0,,,8
3.0,,0.0,6.0,10.0,,17.46,
,7.0,10.0,3.0,10.0,4.0,,8
,28.0,0.0,18.0,,11.18,43.19,
1.0,,,0.0,10.0,18.68,43.19,8
2.0,0.0,10.0,,21.0,,43.19,8
,0.0,,,26.0,18.68,43.19,8
4.0,,26.0,,,,43.19,8
5.0,,,28.0,10.0,,,8
,29.0,,,,,,
0.0,,0.0,0.0,,22.02,,
,,14.0,0.0,,,46.1,
2.0,0.0,28.0,,,22.02,46.1,8
3.0,17.0,,17.0,10.0,10.0,46.1,
4.0,,,14.0,10.0,,,
,14.0,0.0,0.0,,,,8
1.0,,11.0,,22.0,,,8
2.0,,22.0,14.0,,18.44,,8
3.0,,0.0,,,,,
,15.0,8.0,,,,,8
0.0,22.0,,,7.0,13.89,,
,,7.0,,14.0,12.21,51.11,8
2.0,0.0,,,29.0,,,8
,0.0,29.0,10.0,36.0,,51.11,8
4.0,,36.0,,44.0,,,
5.0,,,24.0,,7.28,51.11,
,26.0,7.0,20.0,,6.0,51.11,
0.0,7.0,0.0,0.0,,,,
,,,,,,16.12,8
2.0,0.0,,,14.0,8.06,16.12,
3.0,7.0,0.0,,9.0,,,8
,8.0,,5.0,,3.0,16.12,8
,,,,12.0,,51.88,
1.0,,12.0,,23.0,,,
,0.0,,,,,,8
,,,23.0,,23.71,,8
,23.0,,,,,,
5.0,,,,10.0,,,
,,0.0,,6.0,14.32,,8
1.0,,,,12.0,,38.47,
2.0,,,0.0,,,38.47,
3.0,,,,29.0,7.21,38.47,
,,,,34.0,,38.47,8
5.0,17.0,0.0,,,8.25,,
6.0,,,,,5.0,,8
0.0,13.0,,7.0,4.0,7.21,,8
,7.0,,,,8.06,29.07,
2.0,0.0,8.0,0.0,,9.0,,
3.0,0.0,17.0,7.0,,8.06,29.07,
4.0,,,13.0,,7.81,29.07,
,13.0,,,,7.07,,
,,7.0,,,3.0,,
,13.0,0.0,,,,,8
,7.0,4.0,0.0,,8.06,27.29,
2.0,,8.0,0.0,16.0,8.0,27.29,8
3.0,0.0,,7.0,,,27.29,
4.0,7.0,20.0,13.0,,7.21,,
,13.0,,,,8.0,27.29,
,,8.0,,8.0,4.0,,
0.0,,0.0,,,,,8
,1.0,9.0,,,9.06,,8
2.0,0.0,18.0,1.0,,,40.71,8
,1.0,27.0,,36.0,,40.71,
4.0,,,19.0,7.0,,,8
5.0,,,,7.0,3.0,40.71,
0.0,,0.0,0.0,,8.6,17.2,
,,5.0,0.0,10.0,5.0,17.2,8
,,,7.0,14.0,8.06,,
,,,8.0,,,,8
4.0,10.0,6.0,,,6.0,,
,,,,,,,
1.0,7.0,,0.0,,8.6,31.3,8
,0.0,,,19.0,,31.3,8
3.0,0.0,,7.0,,,31.3,8
4.0,,,,28.0,,,8
5.0,14.0,,14.0,,,,8
,14.0,,,,,,8
0.0,,,,,9.43,16.12,
1.0,0.0,,0.0,10.0,5.0,,
,,,8.0,14.0,8.94,,
3.0,8.0,0.0,8.0,9.0,,16.12,
4.0,,,,9.0,4.0,,8
0.0,17.0,,3.0,,14.87,32.76,
1.0,,,,10.0,5.83,32.76,
,0.0,,,19.0,9.0,32.76,8
3.0,0.0,,,,5.83,32.76,
,3.0,24.0,,,14.56,32.76,
5.0,,,16.0,10.0,,32.76,8
6.0,17.0,,,10.0,3.0,32.76,8
,,,,,,,8
1.0,,,0.0,24.0,,41.18,
2.0,0.0,24.0,19.0,36.0,,,
,19.0,0.0,19.0,,,,
4.0,,7.0,,7.0,,,8
,,0.0,3.0,2.0,,16.64,
1.0,3.0,2.0,,,,,8
,0.0,,,9.0,,16.64,8
3.0,0.0,,3.0,11.0,3.61,,8
,,,,,,16.64,8
5.0,7.0,,,,,16.64,8
,,,3.0,,,16.64,8
,,,4.0,2.0,6.32,,
1.0,4.0,2.0,,,,16.97,
,,,,8.0,4.0,,
3.0,0.0,,,10.0,,,8
,,10.0,10.0,12.0,,16.97,8
,,,,,,,
6.0,,8.0,6.0,8.0,6.0,16.97,
0.0,,0.0,,,13.0,,8
1.0,,,0.0,10.0,9.43,36.62,8
2.0,,,,20.0,,,
,,20.0,8.0,25.0,,36.62,
,8.0,,20.0,30.0,13.0,36.62,8
5.0,20.0,,20.0,6.0,6.0,,
,21.0,,,6.0,4.0,,
,,0.0,0.0,,6.4,,8
1.0,,4.0,,,,13.89,8
,0.0,,,12.0,,13.89,
,,0.0,4.0,,8.06,,
4.0,,8.0,2.0,8.0,,13.89,8
0.0,,0.0,,,11.66,,8
1.0,,6.0,0.0,13.0,,34.71,
2.0,0.0,,10.0,,,,8
,,19.0,20.0,26.0,,34.71,
4.0,20.0,,,6.0,,34.71,
,23.0,,,,,34.71,8
0.0,,,,,,56.36,8
1.0,,,,,13.6,,8
,,25.0,4.0,,,56.36,8
3.0,4.0,37.0,,,,56.36,8
4.0,25.0,,24.0,,,56.36,8
5.0,26.0,,,6.0,6.0,56.36,
0.0,16.0,0.0,2.0,5.0,14.87,36.24,
1.0,,,0.0,10.0,,36.24,
2.0,,10.0,0.0,21.0,11.0,,
,0.0,,2.0,26.0,5.39,,8
,2.0,,16.0,32.0,,,8
5.0,16.0,,,,10.2,,8
6.0,17.0,,11.0,,,36.24,
,21.0,0.0,,7.0,13.89,36.24,8
,9.0,7.0,,,,,
,0.0,,,21.0,11.4,36.24,
,9.0,21.0,,28.0,13.89,36.24,
,,,,,10.05,,8
5.0,23.0,,18.0,,5.0,,8
0.0,,,0.0,5.0,15.81,24.84,8
,0.0,,,,,,8
2.0,0.0,,15.0,,,,
,15.0,0.0,17.0,,11.18,24.84,
,19.0,,13.0,11.0,,,
,35.0,,,12.0,,62.2,8
,,,0.0,25.0,19.1,62.2,8
2.0,0.0,,14.0,37.0,18.44,62.2,
,14.0,,,,,,8
4.0,,0.0,,8.0,8.25,,
,37.0,,31.0,,,,
0.0,,,0.0,,33.54,,
1.0,,,0.0,,,53.25,
2.0,,30.0,,,33.11,,8
,30.0,0.0,,,10.0,,8
,,,,,3.0,,8
,,,,,,,
,,,0.0,6.0,7.62,,8
,0.0,6.0,0.0,11.0,5.0,20.0,8
3.0,,11.0,7.0,14.0,7.62,,
4.0,7.0,,,,4.47,20.0,
5.0,,,12.0,9.0,,20.0,
,,9.0,7.0,9.0,,,8
,,,6.0,4.0,,27.78,8
1.0,,4.0,0.0,8.0,7.21,,8
,0.0,8.0,0.0,16.0,,27.78,8
3.0,,16.0,6.0,20.0,7.21,27.78,8
,6.0,,12.0,24.0,,27.78,8
5.0,,0.0,14.0,10.0,,27.78,8
,14.0,,,,,27.78,8
0.0,,0.0,,2.0,4.47,,8
,,2.0,,4.0,,15.62,
,0.0,,,,4.0,,
3.0,,8.0,,10.0,,15.62,
,2.0,,,12.0,4.47,15.62,8
5.0,6.0,,8.0,9.0,,15.62,8
,,,,9.0,7.0,15.62,
0.0,17.0,,0.0,13.0,,42.49,
1.0,0.0,13.0,,26.0,13.0,,8
,,,,,,42.49,
,17.0,,,9.0,9.06,,8
4.0,,9.0,,9.0,,,
0.0,,0.0,11.0,,,,
1.0,11.0,12.0,0.0,,,56.61,8
2.0,0.0,,,,16.28,56.61,
,,35.0,32.0,,23.71,56.61,8
,32.0,0.0,,9.0,9.22,,
5.0,33.0,,,,,,8
,29.0,0.0,,,,53.25,
,,,0.0,,11.7,53.25,8
,0.0,22.0,4.0,,,53.25,
3.0,4.0,33.0,29.0,,,53.25,8
4.0,,,,7.0,,53.25,8
,30.0,7.0,26.0,,,53.25,
,32.0,,,6.0,,,
,24.0,,0.0,12.0,24.74,,8
2.0,,,,23.0,11.0,,8
,0.0,,24.0,,,,8
,24.0,29.0,32.0,34.0,9.43,,8
5.0,32.0,,,9.0,9.0,,
,32.0,9.0,,,3.0,46.69,
,20.0,,,,,34.06,
,0.0,,,,,,8
,0.0,,20.0,,21.54,34.06,8
,20.0,0.0,20.0,9.0,,,
4.0,22.0,9.0,,9.0,,34.06,
0.0,5.0,,,,,13.89,8
,,4.0,,,,,8
,,8.0,5.0,,6.4,,
3.0,,,5.0,11.0,11.0,13.89,
4.0,7.0,11.0,0.0,11.0,,,8
0.0,15.0,0.0,0.0,5.0,15.81,24.84,
,,5.0,0.0,10.0,,24.84,
,0.0,10.0,,16.0,16.16,,
,15.0,0.0,17.0,7.0,,,
4.0,19.0,,12.0,7.0,,,8
,33.0,,8.0,,,59.91,8
,,8.0,0.0,16.0,,,
,0.0,,0.0,,17.0,59.91,8
3.0,0.0,,8.0,41.0,11.31,,
4.0,,41.0,33.0,50.0,26.57,,
5.0,,0.0,,6.0,6.08,,8
6.0,33.0,6.0,28.0,,5.0,59.91,8
0.0,21.0,,,7.0,12.21,,
1.0,11.0,,0.0,14.0,13.04,,8
,,,,,,,
,,,11.0,,13.04,47.41,
,,35.0,21.0,,12.21,,8
,,,,6.0,,,8
6.0,22.0,,,6.0,5.0,47.41,
0.0,8.0,0.0,2.0,3.0,6.71,17.89,
,2.0,3.0,,,3.61,,
2.0,0.0,,0.0,11.0,5.0,17.89,8
3.0,,11.0,,,,,8
,,14.0,8.0,,6.32,17.89,8
5.0,,0.0,8.0,6.0,6.0,17.89,
,8.0,6.0,5.0,6.0,3.0,17.89,
0.0,37.0,0.0,0.0,,,55.17,
,0.0,13.0,0.0,26.0,13.0,55.17,
,,26.0,37.0,,,55.17,
3.0,,0.0,36.0,,,55.17,8
4.0,,6.0,32.0,6.0,,55.17,
0.0,,,,,,,
1.0,,13.0,,26.0,13.0,42.49,8
2.0,0.0,,,38.0,,42.49,
,17.0,,15.0,7.0,,,
,19.0,,14.0,,5.0,,
0.0,29.0,,0.0,13.0,31.78,,8
1.0,0.0,,,26.0,,50.0,
2.0,0.0,,29.0,,,50.0,8
,,0.0,,8.0,,50.0,
,30.0,,25.0,,,50.0,
0.0,17.0,,0.0,,,30.61,8
1.0,,,0.0,16.0,8.0,,
2.0,0.0,16.0,17.0,24.0,,,
,,0.0,,,8.0,30.61,8
,19.0,,,8.0,7.0,,
,11.0,0.0,0.0,5.0,12.08,17.8,
1.0,0.0,,,10.0,,17.8,
,,10.0,11.0,14.0,,17.8,8
,11.0,0.0,,,8.25,,
4.0,11.0,,7.0,8.0,4.0,17.8,8
0.0,,0.0,,,11.66,,8
,,6.0,,11.0,,25.06,8
,0.0,,,,,25.06,
,,,,22.0,,25.06,8
4.0,,,11.0,,,25.06,8
,,6.0,,,4.0,25.06,
,11.0,0.0,1.0,,,,8
1.0,,,0.0,11.0,5.1,25.55,8
2.0,0.0,11.0,,,,,8
3.0,1.0,17.0,11.0,,11.18,25.55,8
4.0,,0.0,,,,25.55,
,,9.0,,,,25.55,
0.0,19.0,,,,,,
1.0,0.0,9.0,0.0,18.0,,34.41,
,0.0,,19.0,28.0,21.47,34.41,
3.0,,,,,,,8
4.0,,10.0,,10.0,,34.41,8
0.0,,0.0,,,11.66,,8
1.0,,6.0,0.0,,10.63,,8
,,,,19.0,10.0,,8
,,19.0,18.0,26.0,12.21,32.2,
4.0,,0.0,17.0,10.0,,32.2,
,,,,,,32.2,
,30.0,,0.0,,,46.86,
,0.0,,0.0,,12.0,,
,0.0,,,,32.31,46.86,
,,,,,,,
4.0,,11.0,26.0,11.0,,,
0.0,8.0,,,6.0,10.0,,
1.0,0.0,6.0,,12.0,,21.1,
2.0,0.0,,,,,,8
3.0,8.0,0.0,9.0,,11.05,21.1,8
,,11.0,,,7.0,21.1,8
,22.0,,8.0,,,,
,,8.0,,,10.63,39.7,
,0.0,,8.0,23.0,11.31,,
3.0,8.0,23.0,22.0,,15.65,,8
,22.0,0.0,,,,39.7,
5.0,26.0,,19.0,6.0,7.0,39.7,8
,,,,,,,
,25.0,8.0,0.0,,26.25,,
2.0,0.0,16.0,,33.0,,65.3,8
3.0,0.0,33.0,,41.0,,,
,25.0,,,50.0,,,
5.0,39.0,0.0,,,,,8
,,,,,7.0,,
0.0,,0.0,,,6.32,16.64,
,1.0,,,,,16.64,
2.0,0.0,4.0,,,,16.64,
3.0,0.0,,1.0,,2.24,,8
4.0,1.0,,,,,,
5.0,7.0,0.0,,,,16.64,8
6.0,,6.0,5.0,,,,
,17.0,0.0,0.0,13.0,,42.49,
,,,0.0,,,42.49,
2.0,,26.0,,38.0,,,
3.0,17.0,0.0,,,11.0,,8
,,,14.0,11.0,5.0,,8
0.0,21.0,0.0,0.0,7.0,,32.56,8
1.0,0.0,,0.0,14.0,7.0,32.56,8
2.0,0.0,14.0,21.0,,22.47,32.56,8
,21.0,0.0,23.0,,,,8
4.0,,,,7.0,4.0,,
,11.0,0.0,5.0,4.0,7.21,24.6,8
1.0,,4.0,0.0,,6.4,24.6,8
,,8.0,0.0,15.0,7.0,24.6,8
,0.0,15.0,5.0,,,,
4.0,5.0,,11.0,22.0,6.71,,8
,11.0,0.0,10.0,10.0,,,
,11.0,,,,5.0,,
0.0,13.0,0.0,,4.0,,29.53,8
,,4.0,0.0,,,29.53,8
,,8.0,0.0,,,29.53,
3.0,,,7.0,21.0,,29.53,8
4.0,,,13.0,,7.81,,
,13.0,,13.0,,9.0,29.53,8
,,,10.0,,4.0,29.53,8
,,,,,21.95,50.12,8
1.0,3.0,11.0,,22.0,11.4,50.12,8
,0.0,22.0,,33.0,,,
,,33.0,22.0,44.0,,,8
4.0,,0.0,22.0,,6.0,50.12,
5.0,24.0,6.0,19.0,6.0,,,
0.0,25.0,0.0,,6.0,22.8,,8
,,6.0,0.0,,7.62,,8
,,,3.0,,6.71,37.48,8
3.0,3.0,19.0,,,,,
,25.0,,,6.0,6.08,,
5.0,,6.0,22.0,6.0,5.0,37.48,8
0.0,15.0,,6.0,5.0,10.3,35.51,8
1.0,6.0,5.0,0.0,10.0,,,8
2.0,0.0,,,20.0,10.0,,8
3.0,0.0,,6.0,25.0,,35.51,
4.0,,,15.0,30.0,10.3,,8
,15.0,,17.0,,,35.51,
6.0,,11.0,,,7.0,35.51,8
,,,1.0,4.0,,17.8,8
1.0,1.0,,0.0,7.0,,17.8,
,0.0,7.0,1.0,11.0,,17.8,
,,,9.0,,8.54,,
4.0,9.0,0.0,10.0,,,17.8,
5.0,,7.0,,,5.0,17.8,8
0.0,24.0,0.0,,,,39.7,
1.0,,,,,,39.7,
2.0,,,0.0,,,,
,,20.0,,25.0,8.6,39.7,8
,7.0,,24.0,30.0,17.72,,
,,,24.0,,,,
6.0,26.0,7.0,,7.0,,,8
0.0,,0.0,,,44.6,,
1.0,,15.0,,,15.0,,
2.0,,30.0,42.0,44.0,,,
,42.0,0.0,,7.0,,,
,42.0,,,,,60.83,8
,,,,10.0,19.72,,
,,,,,9.22,43.91,
2.0,0.0,19.0,2.0,,,,8
3.0,,,19.0,,19.24,,8
,,0.0,21.0,8.0,8.25,,8
5.0,22.0,8.0,18.0,,4.0,43.91,
,,,,13.0,,,8
,0.0,13.0,,,13.0,,
,,,30.0,38.0,32.31,49.04,8
3.0,,,30.0,,,,8
,31.0,7.0,,7.0,5.0,,
,14.0,0.0,2.0,7.0,,33.29,
,2.0,,0.0,14.0,,33.29,8
,0.0,,,21.0,7.28,33.29,8
,2.0,21.0,14.0,,13.89,33.29,
4.0,,0.0,,,10.2,33.29,8
,,,,10.0,6.0,33.29,
0.0,10.0,,,2.0,3.61,,8
,7.0,2.0,,4.0,,16.28,8
2.0,,,,,4.0,,8
3.0,,8.0,,,,16.28,
,7.0,,10.0,,,16.28,8
,,0.0,,,11.18,16.28,
,,11.0,7.0,11.0,,,
0.0,14.0,0.0,7.0,5.0,,,
1.0,,,,10.0,,31.3,
,,10.0,,19.0,,,
3.0,0.0,,7.0,24.0,,31.3,
,,24.0,14.0,28.0,,,8
5.0,,,,,,,8
,14.0,11.0,9.0,11.0,5.0,31.3,
0.0,,,,,11.66,31.62,8
,,6.0,,,9.22,,
2.0,,13.0,,,,31.62,
,6.0,,16.0,,,,8
,,0.0,,8.0,,31.62,
5.0,,,,8.0,,,8
0.0,17.0,,,7.0,18.38,27.59,8
,,7.0,,14.0,7.0,27.59,
2.0,,,,20.0,,27.59,
,,0.0,15.0,8.0,,,8
4.0,,8.0,,,,27.59,8
,,,,,21.95,50.61,
1.0,3.0,,,22.0,11.4,50.61,8
2.0,,22.0,3.0,33.0,11.4,50.61,
,3.0,,22.0,44.0,,50.61,8
,,0.0,,,8.06,,
5.0,,8.0,20.0,,5.0,50.61,
0.0,,,0.0,5.0,8.6,,
,,5.0,,,5.0,,8
2.0,0.0,,7.0,16.0,9.22,18.36,
3.0,7.0,,7.0,8.0,8.0,,
4.0,,8.0,,8.0,7.0,,8
,9.0,,,3.0,8.54,20.59,
1.0,1.0,3.0,,6.0,3.16,,8
2.0,0.0,,0.0,12.0,,20.59,8
3.0,0.0,,,15.0,,20.59,8
4.0,1.0,15.0,9.0,18.0,8.54,,8
,,0.0,,,8.0,20.59,8
,,8.0,,8.0,,,8
0.0,19.0,0.0,,,24.21,,
1.0,0.0,15.0,,,,,8
,0.0,30.0,,,23.6,48.33,
,19.0,,,9.0,,48.33,
4.0,20.0,,14.0,,6.0,48.33,
,,,,8.0,,56.82,
,,8.0,,,,56.82,
,,,0.0,33.0,,,8
,0.0,,2.0,,8.25,56.82,8
4.0,2.0,,25.0,50.0,,,8
,25.0,0.0,24.0,,8.06,,8
,,8.0,,8.0,5.0,56.82,8
,,0.0,6.0,,,25.06,8
1.0,,4.0,,,,25.06,8
2.0,,8.0,,15.0,7.0,,8
,,,,,,25.06,
,,19.0,12.0,22.0,,,8
5.0,12.0,,12.0,,8.0,25.06,
,12.0,,,8.0,,,
,,0.0,,6.0,11.66,,8
,,6.0,,,,,
2.0,,,,,,26.63,8
,,,15.0,22.0,,26.63,
,,0.0,,,,,
,,7.0,10.0,7.0,5.0,26.63,8
0.0,29.0,,,,,,
1.0,0.0,,0.0,30.0,15.0,55.0,8
,,30.0,,44.0,32.2,55.0,
3.0,29.0,0.0,31.0,,,55.0,8
4.0,,,,,,,
,,0.0,2.0,10.0,19.72,,8
,,,0.0,,,44.42,8
,,,,29.0,10.2,44.42,8
,,,,,,44.42,8
