V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,Class
6.3,0.27,0.49,1.2,,35.0,92.0,0.9911,3.38,0.42,12.2,
,0.16,,1.2,0.055,18.0,150.0,,3.23,,11.2,
7.4,,0.49,,,18.0,,0.9917,3.23,,11.2,4
,,0.49,6.6,0.036,49.0,172.0,0.9932,3.2,0.27,11.5,
,0.43,0.49,,,,158.0,,,0.35,,4
7.2,0.4,0.49,,0.048,11.0,138.0,0.9929,,0.42,,3
7.8,0.43,,,0.033,37.0,158.0,0.9955,3.14,0.35,,
7.6,0.52,0.49,,0.034,37.0,,0.9958,3.14,,11.8,
8.3,,,19.8,0.054,50.0,231.0,1.0012,,,9.2,3
6.9,0.34,0.74,,0.069,44.0,,0.9968,,,9.2,
6.3,0.27,0.49,1.2,0.063,35.0,92.0,,3.38,0.42,12.2,4
,0.2,0.74,,,33.0,130.0,0.9924,3.25,0.42,12.2,4
7.1,,0.74,2.7,,42.0,144.0,0.991,,0.41,12.2,4
7.9,0.11,,,0.048,27.0,133.0,0.9946,3.24,0.42,,
8.5,0.17,0.74,,0.05,,128.0,0.9928,3.28,,12.4,4
,0.145,0.49,5.4,0.048,54.0,164.0,0.9946,3.56,,10.8,4
7.4,0.16,,1.2,,18.0,,0.9917,3.23,0.47,11.2,4
8.3,0.19,,1.2,,11.0,137.0,0.9918,3.06,0.46,11.0,4
,0.44,0.49,9.1,0.031,46.0,,0.9926,3.16,0.27,12.7,6
,,0.74,0.8,0.044,19.0,163.0,,3.46,0.53,10.2,3
6.9,0.19,0.49,6.6,,49.0,,0.9932,3.2,0.27,11.5,4
,,0.49,3.0,0.03,,96.0,,3.13,0.39,12.3,5
,0.24,0.24,1.6,0.046,,,,3.19,0.39,9.8,
7.2,0.4,0.49,1.1,,11.0,,0.9929,3.01,,,3
,0.52,0.49,,0.034,37.0,,0.9958,3.14,0.38,,5
7.8,,,,0.033,,158.0,0.9955,3.14,,,
,0.21,,1.35,0.052,,48.0,0.9911,,0.28,11.4,3
7.0,0.2,0.49,5.9,0.038,39.0,128.0,,3.21,0.48,,4
6.9,0.25,,3.6,0.057,,,0.9942,2.99,0.48,9.5,
7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,,0.44,,4
7.1,0.85,0.49,8.7,0.028,40.0,184.0,0.9962,3.22,0.36,10.7,3
7.6,0.51,,1.2,0.04,10.0,104.0,0.992,3.05,,10.8,
,0.22,0.24,,0.044,39.0,159.0,,2.99,0.28,11.5,
7.7,0.16,0.49,2.0,0.056,20.0,,0.9948,,0.49,10.7,
,0.08,,1.3,,18.0,148.0,0.9945,3.46,0.44,10.2,4
6.6,,0.24,1.7,0.048,26.0,124.0,0.9942,3.37,,10.1,4
6.7,,0.49,,0.046,,,0.9952,3.62,,10.4,4
6.9,0.25,0.24,3.6,0.057,13.0,,0.9942,2.99,0.48,,2
7.5,0.32,0.24,,,,,0.9958,3.14,,9.1,
7.4,0.28,0.49,,0.034,20.0,126.0,0.9918,2.98,,10.6,4
,0.15,0.49,,,17.0,51.0,0.9932,,,9.4,4
6.7,0.25,0.74,19.4,,44.0,169.0,1.0004,3.51,,9.8,4
6.5,0.26,,13.3,0.044,68.0,,,3.18,0.54,9.5,
,,,17.85,,,187.0,,2.99,0.41,9.3,
,,0.49,1.1,,28.0,,0.9918,3.55,,10.3,4
7.5,0.2,0.49,,0.031,,97.0,0.9918,,0.62,11.1,
8.0,,,9.4,0.046,47.0,188.0,0.9964,3.14,0.48,10.0,
8.0,0.34,0.49,9.0,,,,0.9936,3.13,0.38,,6
7.7,0.35,0.49,8.65,0.033,42.0,,0.9931,3.14,,12.4,6
,,0.49,,0.03,,,0.9938,,0.38,12.3,5
6.7,0.62,0.24,,0.039,6.0,62.0,,,0.32,10.4,3
6.8,0.27,0.49,1.2,0.044,35.0,,0.99,3.13,0.48,12.1,
7.7,0.27,,1.8,0.041,23.0,86.0,,,0.42,12.5,4
6.7,0.51,0.24,2.1,0.043,14.0,155.0,0.9904,,0.6,13.0,
7.4,0.19,0.49,,,,132.0,0.994,2.99,0.32,,5
,,,1.7,0.04,34.0,169.0,0.9938,3.05,0.37,10.1,3
,0.3,,1.2,,17.0,121.0,0.9933,3.13,0.36,9.2,
6.8,0.36,0.24,4.6,0.039,,124.0,0.9909,,,12.6,5
,0.17,,12.8,0.045,24.0,126.0,0.9942,3.26,0.38,,6
9.2,0.18,,1.5,,,,,3.04,0.49,9.8,
,0.2,0.49,8.1,0.051,51.0,205.0,,3.1,0.52,11.0,4
,,0.74,7.5,0.044,59.0,160.0,0.996,3.22,0.64,10.0,4
6.8,0.21,0.49,14.5,0.06,50.0,170.0,0.9991,3.55,0.44,9.8,
7.9,0.2,0.49,,,15.0,,,,,10.5,3
8.0,0.18,0.49,,0.061,10.0,145.0,0.9942,,,10.0,
,0.23,,3.2,,15.0,126.0,0.9934,3.02,0.51,,4
7.3,,0.49,,0.034,,134.0,0.9939,,0.32,11.0,5
7.3,0.22,0.49,,0.031,48.0,161.0,0.9937,3.01,0.28,11.2,4
,,0.49,9.3,,26.0,132.0,0.994,2.99,0.32,11.0,5
7.3,0.155,0.49,1.3,,34.0,136.0,,3.14,0.77,10.5,4
8.2,0.22,0.49,9.6,0.037,53.0,,,3.02,0.33,10.6,4
8.2,,0.49,9.3,,,163.0,,,0.33,10.6,4
8.4,0.23,0.49,7.8,0.035,22.0,95.0,0.9935,3.04,,12.0,4
8.3,0.2,,,0.04,,,0.9938,3.05,0.37,10.1,
8.3,0.2,,1.7,0.038,38.0,167.0,0.9939,3.05,0.37,,
6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.9933,3.13,0.36,9.2,
,0.21,0.49,1.4,,15.0,164.0,0.9927,3.25,0.63,11.0,3
,,0.49,9.0,,31.0,,,3.34,0.49,10.0,4
6.6,0.21,,18.15,,41.0,158.0,0.9997,3.28,0.39,8.7,4
7.2,0.27,0.74,12.5,,47.0,156.0,0.9981,3.04,0.44,8.7,
14.2,,,1.1,,33.0,156.0,,3.15,0.54,11.1,
7.9,,0.49,7.7,0.045,48.0,195.0,,3.04,0.55,11.0,4
7.4,0.27,,1.1,0.037,33.0,156.0,0.992,3.15,,11.1,
6.6,0.21,0.49,18.15,,41.0,,,,0.39,,4
,0.27,,12.5,0.037,,156.0,0.9981,3.04,,8.7,3
,,,,0.037,26.0,174.0,0.9943,3.1,0.3,11.2,
7.5,0.23,0.49,7.7,0.049,61.0,209.0,,3.14,,11.1,5
7.3,0.26,0.49,5.0,0.028,32.0,107.0,0.9936,3.24,0.54,10.8,4
,0.18,0.74,15.6,0.044,44.0,176.0,0.9996,,0.67,,4
8.5,0.15,0.49,1.5,0.031,17.0,122.0,0.9932,3.03,0.4,,4
8.9,0.13,,,0.028,,24.0,,2.91,0.32,9.9,3
,,0.49,,0.04,32.0,148.0,0.9936,3.13,0.41,,4
,0.17,,,0.034,,106.0,0.992,3.21,0.42,,4
7.3,0.26,,5.0,0.028,32.0,107.0,,3.24,0.54,10.8,4
,,0.74,15.6,0.044,44.0,176.0,,3.38,,9.0,4
,,0.24,,0.029,29.0,86.0,0.993,,,,
,,0.49,,,27.0,104.0,0.9924,,,10.6,
7.3,0.14,0.49,1.1,,,99.0,0.9928,,0.72,10.6,4
8.9,0.13,0.49,1.0,,6.0,24.0,0.9926,2.91,0.32,,
7.9,0.12,0.49,5.2,0.049,33.0,152.0,0.9952,3.18,0.47,10.6,4
,,0.49,4.7,0.034,35.0,156.0,,,0.45,9.9,4
6.7,0.3,0.49,4.8,0.034,36.0,158.0,0.9945,3.12,0.45,,
,0.36,,1.8,0.025,32.0,102.0,,3.34,0.59,,4
8.5,0.15,0.49,1.5,,,,0.9932,3.03,,,4
,0.18,0.49,5.2,0.051,36.0,,0.9953,,0.48,,
6.6,,0.99,1.2,0.122,45.0,,0.9936,3.09,0.31,8.7,4
,0.21,0.49,1.8,0.038,44.0,152.0,0.9912,3.32,,12.6,5
6.9,0.3,,7.6,0.057,25.0,156.0,0.9962,3.43,,11.0,5
,,0.49,8.2,,32.0,164.0,0.9965,3.29,0.6,,5
6.9,0.24,,1.3,0.032,35.0,148.0,0.9932,3.45,,10.7,5
7.6,,0.49,,0.036,45.0,,0.9967,3.08,0.58,,
7.9,,0.49,5.2,,36.0,157.0,,3.18,0.48,,
6.2,,0.49,6.4,0.045,12.0,115.0,0.9963,,0.57,9.0,
8.8,0.35,,1.0,0.036,14.0,,0.992,,,10.5,
7.8,,0.74,,0.033,33.0,,0.991,3.29,,12.8,
9.1,0.28,0.49,,0.059,10.0,112.0,,3.15,0.46,10.1,3
7.1,0.34,0.49,1.5,0.027,,,0.99,,0.33,12.2,5
,0.3,0.74,,,33.0,,0.991,,0.52,12.8,4
9.1,0.28,0.49,2.0,0.059,,112.0,,3.15,,10.1,
8.5,0.19,,3.5,0.044,29.0,117.0,0.9938,,0.51,10.1,4
7.6,,0.49,18.05,0.046,,158.0,,3.06,0.41,,3
7.5,0.19,0.49,1.8,0.055,,110.0,,3.33,0.44,9.9,3
,0.3,0.49,8.2,,49.0,188.0,0.9974,3.52,0.58,9.7,
6.7,0.3,,5.0,,,157.0,,,0.46,9.9,
6.6,,0.74,4.6,,36.0,159.0,,3.21,0.45,9.9,3
7.4,,,,0.055,49.0,,0.9974,3.52,,9.7,4
6.9,0.22,0.49,7.0,0.063,,168.0,,3.54,0.5,,
7.8,0.26,0.49,3.1,,21.0,,0.9931,3.16,0.35,10.3,
8.5,0.17,0.49,8.8,0.048,,108.0,,2.88,0.34,10.5,
6.8,0.17,0.74,2.4,0.053,61.0,182.0,0.9953,3.63,0.76,10.5,
6.2,,0.49,1.4,0.05,,74.0,0.9931,3.32,0.44,9.8,4
7.1,0.64,,,0.05,17.0,,0.9946,3.31,0.58,10.6,2
,0.18,,,,54.0,168.0,,,0.68,,3
7.6,,0.49,,0.062,,191.0,0.9989,3.22,0.53,9.0,2
9.8,,,,0.046,13.0,119.0,1.0004,3.18,0.45,9.5,3
9.0,,0.49,7.2,0.039,32.0,84.0,,2.94,0.32,,
8.4,0.24,0.49,,0.039,46.0,,0.9934,3.03,0.33,11.9,5
6.4,0.18,0.74,11.9,,54.0,168.0,0.9978,3.58,0.68,10.1,3
6.4,,,,0.045,,209.0,0.9956,,0.42,9.2,4
7.3,0.3,0.74,,0.039,,165.0,0.9982,3.02,0.4,,
9.3,,,1.3,0.042,34.0,147.0,0.9948,3.11,,,
6.4,0.25,,,0.045,52.0,,0.9956,3.21,0.42,9.2,
7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,,0.4,8.7,3
7.0,0.27,0.74,,0.036,,122.0,,,0.48,11.2,4
7.9,0.14,,,0.028,30.0,165.0,0.991,3.08,0.82,12.3,4
6.4,0.12,0.49,6.4,0.042,49.0,,,,0.44,,4
,,0.74,,0.047,25.0,,0.9916,3.13,,10.7,4
8.6,,0.49,,0.043,,63.0,,3.13,0.59,10.5,4
,,0.49,3.8,0.047,37.0,,,,,9.4,4
,0.27,0.49,,0.046,53.0,,,3.24,0.43,9.2,4
,0.55,,2.7,,56.0,122.0,,,0.3,,3
6.4,,0.49,7.3,,,206.0,,,0.43,9.2,
,0.24,0.74,1.4,,24.0,,0.9932,3.27,,9.9,4
6.7,,0.49,,0.167,,94.0,0.9914,3.11,0.5,11.4,4
7.0,0.29,,,,37.0,136.0,0.9938,2.95,0.4,,4
,,,8.0,0.046,,223.0,0.996,3.08,0.52,10.7,4
5.6,,0.24,4.7,0.034,,,0.9906,3.28,0.36,12.7,3
,,0.24,1.9,0.034,10.0,53.0,0.98815,3.32,,13.5,
6.7,,0.01,2.8,0.048,39.0,137.0,0.9942,3.24,,9.5,
,,0.49,,0.032,31.0,113.0,0.9903,3.37,0.42,12.9,7
7.5,0.32,0.49,1.7,0.031,44.0,,,3.07,0.46,12.5,
,0.19,,,0.04,44.0,,,,0.38,9.5,
6.9,0.27,,23.5,0.057,59.0,235.0,,2.98,,8.6,3
8.1,,0.49,11.8,0.048,46.0,,0.9968,3.09,0.46,10.0,5
7.5,,0.49,,0.031,44.0,,0.9906,3.07,,,
8.2,,0.49,5.2,0.04,,100.0,0.9941,3.12,0.34,10.1,4
7.8,,,,,28.0,87.0,0.9919,3.03,0.32,11.3,5
,,,1.5,,42.0,,0.9928,3.26,0.4,,
8.0,0.29,,11.7,0.035,40.0,131.0,0.9958,3.14,0.34,10.8,3
,0.19,0.49,1.6,,42.0,140.0,0.9932,3.4,0.47,10.7,4
6.9,0.34,0.49,7.3,0.045,,206.0,,,0.4,9.0,4
6.2,0.2,0.49,1.6,0.065,17.0,143.0,,3.22,,,4
6.4,0.37,,,,53.0,,0.9982,3.14,0.48,8.5,4
6.2,,,6.0,0.029,31.0,,0.9928,3.41,0.36,,
,0.26,0.49,,,,87.0,0.9919,3.03,,11.3,5
,0.32,,,0.05,17.0,,0.9956,3.13,0.34,9.4,3
,0.44,,7.7,0.045,16.0,169.0,0.9957,3.11,,8.7,4
7.0,0.14,,5.9,0.053,,118.0,,3.36,0.36,,4
9.0,0.17,0.49,1.0,,46.0,131.0,,3.09,0.51,10.5,5
,0.26,0.49,6.4,,37.0,161.0,0.9954,3.38,0.53,9.7,
9.0,0.22,0.49,10.4,0.048,52.0,,,,0.44,10.2,4
8.9,,0.49,,0.05,,131.0,,3.13,0.34,9.4,3
,,0.49,3.5,0.057,,108.0,0.9928,3.19,0.35,,4
7.8,0.15,0.24,7.7,,21.0,,0.9951,,,,4
,,0.24,1.8,0.053,6.0,121.0,0.993,3.23,0.7,,3
8.2,0.2,,,0.057,14.0,108.0,0.9928,3.19,0.35,11.5,4
7.1,0.28,0.49,,0.041,28.0,111.0,0.9926,,0.58,,6
,,0.49,6.7,0.037,15.0,110.0,,3.2,,11.0,5
,0.25,0.49,,0.048,50.0,228.0,1.0001,,0.52,9.2,4
,,0.74,1.6,,,126.0,0.9933,3.26,0.45,10.2,4
,0.49,0.49,7.0,0.043,29.0,149.0,0.9952,,,,3
8.1,0.12,0.49,,0.042,43.0,160.0,0.9934,3.13,,,4
,,0.49,13.0,0.239,,220.0,0.9988,2.96,0.51,,
7.9,0.22,0.49,3.8,,26.0,105.0,,3.1,,10.5,
,,0.49,7.0,,29.0,,0.9952,3.21,0.33,,3
6.4,0.22,0.49,,0.054,42.0,,,3.27,,10.1,4
,0.19,0.49,15.55,0.058,,,,3.42,0.36,,5
8.1,0.3,0.49,,,50.0,144.0,,3.09,0.57,10.2,5
7.3,0.19,,15.55,0.058,50.0,,0.9998,3.42,0.36,9.1,
7.5,0.24,,9.4,,50.0,149.0,0.9962,3.17,0.59,10.5,5
6.4,0.22,0.49,7.5,0.054,42.0,151.0,0.9948,,,10.1,4
,0.21,0.49,1.2,0.036,20.0,99.0,,,,12.1,
7.1,,,1.6,0.045,31.0,100.0,0.9942,,,,3
6.9,,0.49,1.6,0.058,,166.0,0.9965,,0.52,9.4,2
7.6,0.31,0.49,3.95,0.044,27.0,131.0,0.9912,3.08,0.67,,5
6.4,0.42,,,0.076,48.0,209.0,0.9978,3.12,0.58,9.0,4
8.2,0.29,0.49,,0.044,29.0,118.0,,,,10.9,2
7.9,,,31.6,0.053,35.0,,1.0103,,,,4
6.6,,,7.4,,,184.0,0.9956,,,9.0,
,0.28,0.49,,0.046,,,,3.09,0.59,10.2,3
5.8,,,1.1,0.048,,,0.9929,3.19,0.48,9.2,3
,0.4,,7.8,0.06,34.0,162.0,0.9966,3.26,,,4
6.6,0.31,,7.7,,,,0.9964,,,8.8,3
,0.325,0.49,7.7,,53.0,,0.996,,,,
6.6,0.27,,,0.049,,217.0,0.9959,3.17,0.45,,4
6.7,,0.49,8.3,0.047,54.0,,,3.23,0.4,10.3,4
6.7,0.21,,,0.047,30.0,114.0,0.9914,2.92,0.42,,5
,,,,,,176.0,1.0103,3.15,0.38,8.8,4
,0.28,0.46,15.4,0.059,32.0,,1.0004,3.27,0.58,9.0,2
6.5,0.13,0.37,1.0,0.036,48.0,114.0,,,0.51,,6
7.8,,0.56,1.0,0.04,8.0,84.0,,3.25,0.43,,
8.8,,0.34,5.9,,33.0,128.0,,2.95,0.51,11.8,
,0.18,0.33,1.2,0.033,,,0.9922,3.12,,,5
7.1,0.31,,1.2,0.036,,124.0,,3.14,0.44,9.9,
7.8,0.24,,,,,,0.9963,,0.56,,4
,0.35,0.3,6.5,,27.0,87.0,0.9936,,0.42,11.4,
6.6,,,4.8,0.138,,168.0,,3.2,,,3
,0.27,0.31,5.3,,35.0,163.0,,3.2,0.38,9.3,3
6.8,0.22,,,0.046,82.0,188.0,,3.3,,,4
,0.27,0.32,,0.047,65.0,224.0,0.9961,3.17,0.47,,
,0.35,0.3,6.5,0.028,,87.0,,3.4,0.42,,5
7.3,,0.37,1.8,,60.0,156.0,,,0.35,11.1,
6.2,0.3,0.2,6.6,,42.0,170.0,,3.36,,10.4,4
,0.35,,,0.034,18.0,,,3.33,0.43,,3
,0.32,,18.35,0.054,44.0,197.0,1.0008,,0.55,9.0,3
6.3,,,10.0,,49.0,212.0,,3.74,0.55,11.9,4
7.2,0.25,0.28,,0.055,55.0,,,3.12,0.38,9.0,5
7.2,,0.28,14.4,,55.0,205.0,0.9986,3.12,0.38,9.0,5
7.3,0.26,0.33,17.85,0.049,41.5,,1.0,3.06,0.44,9.1,5
7.2,,0.28,14.4,0.055,55.0,205.0,0.9986,,0.38,9.0,5
7.4,0.26,0.37,,0.047,,147.0,0.9982,,0.72,10.0,3
7.3,0.26,0.33,17.85,,41.5,195.0,,3.06,0.44,9.1,
6.7,0.25,0.26,,,118.5,216.0,0.9949,3.55,0.63,,
7.1,0.16,0.25,1.3,0.034,,123.0,0.9915,,,11.4,4
9.0,,,1.5,0.05,7.0,,0.9951,3.11,0.45,9.7,2
7.2,,,14.4,0.055,55.0,,,,,9.0,5
7.0,,0.3,,,41.0,,,,0.49,,4
6.7,0.265,,8.6,0.048,54.0,198.0,0.9955,3.25,0.41,,
7.7,0.12,0.32,1.4,,47.0,,0.9952,3.37,,9.2,
7.2,0.21,,3.0,0.036,35.0,132.0,,,0.4,,4
,,,,0.041,47.0,190.0,0.9982,,0.31,10.0,4
,,0.3,,,39.0,,,3.32,,12.2,4
7.0,,0.3,4.2,0.04,41.0,213.0,0.9927,3.28,,11.8,4
6.3,0.26,0.29,2.2,0.043,,175.0,,3.38,,,
6.7,0.26,,,,25.0,,0.9944,3.44,,10.2,
,0.29,0.36,,0.033,43.0,208.0,0.9969,3.14,0.46,10.3,
,,0.19,4.2,0.046,6.0,114.0,,3.25,,8.6,2
,,0.42,,0.058,27.0,,0.9954,3.16,0.44,,
6.7,0.31,0.42,,0.057,25.0,148.0,0.9955,3.16,,9.6,3
6.6,,,1.5,0.035,,127.0,,3.41,0.47,11.3,4
,,0.22,1.5,0.038,,157.0,,3.41,0.55,9.9,4
6.8,0.26,,,0.056,,179.0,0.9998,3.45,0.4,9.6,3
7.0,,0.26,,,,161.0,,3.36,0.6,10.6,
,0.22,0.3,,0.055,50.0,180.0,0.9984,,0.39,9.8,3
8.1,0.31,0.24,1.6,,10.0,67.0,,3.08,,10.5,3
7.0,0.2,0.3,6.1,0.037,31.0,,,3.24,0.51,10.8,
,,0.37,3.0,0.061,,178.0,,3.22,,10.0,4
6.6,,,6.2,0.059,,136.0,0.9957,3.3,0.49,10.1,
6.8,0.3,0.24,6.6,0.123,,,0.9953,3.07,0.48,9.4,3
,0.18,0.34,1.6,0.04,43.0,148.0,,3.32,0.59,,6
7.0,,0.31,6.0,,29.0,108.0,0.9939,,0.5,10.8,4
,0.27,0.32,1.5,,,142.0,,,0.43,,4
9.3,0.2,0.33,1.7,0.05,28.0,,,,,9.0,2
5.8,0.23,0.27,1.8,0.043,24.0,,,3.38,,,4
7.6,,,2.6,,30.0,180.0,,,0.44,10.8,5
8.2,0.15,,2.7,,24.0,190.0,,3.5,,10.9,
7.5,0.4,1.0,19.5,,33.0,148.0,0.9977,3.24,0.38,12.0,
6.5,0.18,0.34,1.6,,,,,3.32,0.59,,6
7.0,0.13,,5.0,0.056,31.0,,,,0.42,10.5,4
6.9,0.17,0.22,4.6,0.064,55.0,,0.9952,3.29,0.37,9.3,4
7.0,0.3,0.32,6.4,0.034,28.0,97.0,0.9924,3.23,0.44,,
,0.445,,14.5,0.045,68.0,,,,0.36,10.0,4
6.8,,0.24,6.6,,35.0,116.0,0.9953,3.07,0.48,,
7.5,0.22,0.33,6.7,,45.0,,0.9939,3.2,,11.4,4
,,0.3,1.1,0.031,,99.0,0.9929,2.94,0.3,10.4,
,,0.46,13.8,0.055,,198.0,,3.36,,9.5,4
,0.545,0.04,2.5,0.031,,111.0,0.9906,3.14,0.32,11.9,3
,0.3,0.31,1.1,0.041,49.0,123.0,0.9914,,0.45,11.1,4
,0.16,0.3,9.6,0.057,50.0,185.0,,3.39,0.38,9.6,
8.0,0.32,0.36,,,56.0,,0.9928,3.29,,12.0,
6.1,0.22,,3.1,,,104.0,0.9948,,,8.7,3
6.9,0.16,,9.6,0.057,,185.0,0.9978,3.39,0.38,9.6,4
,0.15,,1.8,0.054,19.0,,,3.24,0.44,,3
8.4,0.29,0.29,1.05,,,55.0,,2.91,0.32,11.4,2
6.6,,0.47,6.5,0.061,23.0,,,3.14,0.45,9.6,4
7.7,0.38,0.4,,0.038,28.0,,0.9906,3.18,,12.9,4
,0.25,0.23,14.9,0.039,,142.0,0.99705,3.14,0.35,9.7,4
8.3,0.3,0.36,10.0,0.042,33.0,169.0,0.9982,3.23,0.51,9.3,4
6.6,0.22,,,,52.0,,0.9932,,0.3,9.1,3
6.1,,,,0.053,46.0,,,3.16,0.48,8.6,
7.5,0.22,0.29,4.8,0.05,,87.0,0.994,3.14,,,3
8.3,0.3,,10.0,0.042,33.0,169.0,0.9982,3.23,0.51,,4
8.0,0.27,0.24,,,20.0,,0.9929,3.28,0.42,10.9,3
6.1,0.17,,,0.056,45.0,,0.9924,3.2,,,4
7.4,0.18,0.3,,0.045,,174.0,0.9966,3.11,0.57,,
,0.16,0.28,,,40.0,153.0,0.9921,3.38,0.51,11.4,5
,,0.44,12.3,,53.0,197.0,,3.24,0.54,9.5,4
7.4,0.23,0.25,1.4,,,141.0,0.9934,,0.54,10.2,5
6.4,0.16,,,,33.0,93.0,,,0.43,,4
6.3,,0.23,14.9,0.039,,142.0,,3.14,,9.7,4
,,,8.0,0.053,54.0,202.0,0.9961,3.22,0.43,9.3,
6.9,0.29,0.23,,0.056,,,0.9967,,0.44,,3
,,,1.2,0.038,12.0,53.0,0.9926,,0.46,10.6,3
,0.62,0.2,,0.046,81.0,224.0,0.99605,3.17,,,
6.4,,0.19,5.4,0.042,,181.0,,3.31,0.35,10.2,4
,0.3,0.28,,0.044,,124.0,,3.16,0.51,10.2,4
6.4,,0.27,,0.037,20.0,98.0,0.9916,,0.42,,5
,0.21,0.3,10.9,0.037,18.0,112.0,0.997,3.4,0.5,9.6,4
,0.27,,8.0,,54.0,202.0,0.9961,3.22,0.43,9.3,
6.9,0.29,0.23,8.6,0.056,56.0,,0.9967,,0.44,,3
,0.32,,7.7,0.054,,,0.9961,3.17,0.45,8.8,
7.4,0.32,,1.7,0.051,50.0,179.0,,3.28,0.69,8.9,3
6.6,0.37,,1.4,0.048,58.0,,0.9922,3.17,0.38,10.0,3
,0.43,0.28,4.5,,,102.0,0.9918,3.16,0.56,12.2,5
7.8,0.39,0.26,,0.059,33.0,,,3.04,0.42,,4
6.5,0.18,0.26,,,,,0.9941,,0.72,9.5,
7.8,,0.26,,,32.0,178.0,0.9955,3.04,0.43,10.9,
7.8,0.39,0.26,,0.059,33.0,181.0,0.9955,3.04,,,
6.9,,0.28,,,33.0,99.0,0.9924,3.16,0.4,10.8,
7.7,,1.0,19.6,,,,0.9973,,0.4,12.0,4
,0.25,,14.0,0.069,42.0,163.0,0.999,3.56,0.47,9.8,3
6.5,0.18,0.26,1.4,0.041,40.0,141.0,0.9941,,0.72,9.5,4
,0.15,,,0.034,,,,3.42,,11.0,6
6.4,0.15,0.36,,,43.0,150.0,,3.42,,11.0,
8.4,,0.31,5.4,,47.0,150.0,,,0.38,9.8,
6.1,0.32,0.37,1.8,0.051,13.0,200.0,0.9945,,0.44,10.5,
,,,9.25,0.034,73.0,142.0,0.9945,3.05,0.37,11.4,
8.7,,0.4,,,17.0,,,3.27,0.57,10.1,4
6.7,,0.29,6.8,0.038,,127.0,,,0.46,,5
8.5,,0.26,9.25,0.034,73.0,142.0,,3.05,,11.4,4
7.4,0.33,0.26,,0.04,,115.0,0.9913,,,,5
7.2,0.26,0.3,2.1,0.033,50.0,,,3.33,0.43,,
8.2,,0.29,7.6,0.035,,,,3.16,0.34,12.0,3
7.8,0.2,0.24,1.6,0.026,26.0,189.0,0.991,3.08,,,5
,,0.3,1.4,,26.0,176.0,0.9954,3.15,0.46,,3
6.4,,0.24,1.6,,25.0,117.0,,3.36,0.5,,3
7.8,0.22,0.36,1.4,0.056,21.0,,0.993,3.2,0.53,10.4,4
7.4,,,,,,187.0,,,,,3
6.6,0.37,0.24,2.0,0.064,23.0,120.0,,3.32,,,3
6.7,0.37,,,0.061,22.0,149.0,0.9953,,0.47,9.6,4
,0.37,,,0.037,,126.0,,3.19,0.62,12.0,3
6.9,,0.27,,,37.0,128.0,0.9936,3.27,0.34,,6
,0.23,0.29,,0.073,56.0,173.0,0.9984,,0.41,8.7,4
,0.26,,7.1,0.04,,162.0,,3.39,,,4
,,,10.2,0.049,57.0,191.0,0.9966,,0.4,9.3,
9.4,0.16,,1.6,,,67.0,,3.07,0.32,9.5,
,,0.29,15.4,0.073,56.0,,0.9984,3.06,0.41,8.7,4
6.4,0.26,,7.1,,35.0,162.0,0.9956,3.39,0.58,9.9,4
7.6,0.3,,,,,,,3.08,0.4,9.3,
,,,12.4,0.065,,119.0,0.9974,3.16,0.39,,
7.6,,0.2,3.4,0.046,9.0,116.0,0.9944,3.15,0.41,9.4,3
8.8,0.2,,15.0,0.053,60.0,184.0,1.0008,,0.79,8.8,4
,,0.39,12.4,,,119.0,0.9974,,0.39,9.4,3
8.8,0.2,0.43,15.0,0.053,60.0,184.0,1.0008,3.28,0.79,8.8,4
6.6,0.36,0.21,,0.049,39.0,,0.9928,3.18,0.41,9.9,4
7.6,,,3.4,,9.0,,0.9944,3.15,0.41,9.4,3
,,0.24,4.8,,,72.0,0.9908,3.29,0.37,,4
7.2,0.15,0.38,1.2,0.038,18.0,110.0,0.9917,,0.43,,4
,0.42,,4.1,0.03,,100.0,0.9911,3.0,,,
6.8,0.3,0.35,2.8,0.038,,,,,0.53,12.0,4
,0.27,0.3,,,34.0,131.0,,3.36,,12.0,5
7.2,0.5,,,0.034,,114.0,0.9932,,0.34,,2
6.0,,,1.0,0.032,27.0,,0.9896,,,12.3,4
6.8,,,1.2,,38.0,,,3.19,0.41,13.0,4
6.8,,0.35,2.8,0.038,10.0,164.0,,,0.53,12.0,4
7.4,0.29,0.31,1.7,0.035,23.0,110.0,0.9926,,0.38,10.9,3
8.2,0.42,,4.1,,31.0,100.0,0.9911,3.0,,12.8,
7.3,0.19,,6.3,0.054,34.0,231.0,0.9964,3.36,0.54,10.0,4
6.5,0.32,0.12,11.5,,35.0,165.0,0.9974,,0.32,9.0,3
,0.32,0.4,1.5,0.034,13.0,,0.9944,3.42,0.6,10.4,3
,0.32,0.12,,,,165.0,0.9974,3.22,,9.0,3
,,0.24,6.3,,,231.0,0.9964,3.36,0.54,10.0,4
7.3,,0.23,,0.051,35.0,240.0,0.9963,3.36,0.54,,4
,,0.24,11.2,0.031,41.0,167.0,0.9948,3.12,0.43,11.3,
7.7,,,11.2,0.031,41.0,,0.9948,3.12,0.43,,5
