V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,Class
6.2,0.45,0.73,7.2,0.099,,202.0,,,,9.2,
6.0,0.33,0.18,3.0,,,,0.99125,3.28,0.4,,
,,,1.2,0.034,5.0,,,,,10.4,
7.2,,0.3,,,,,0.9911,,,,4
,,0.29,4.9,0.036,,150.0,,3.38,0.43,12.2,4
7.2,0.2,0.3,2.0,,,,,,,12.0,4
7.0,,,,0.05,,90.0,,3.29,0.46,9.8,
9.4,,0.56,16.45,,,282.0,,,0.51,9.3,3
6.4,,0.19,,0.084,21.0,191.0,0.99516,,,9.6,
,0.27,0.19,1.9,0.085,,,0.99516,,,,
7.0,0.23,0.42,,0.042,,,,3.5,0.59,,4
6.9,0.15,,,,,107.0,,,0.46,10.4,
6.7,0.26,0.29,5.8,0.025,,,,3.28,0.53,,4
,,0.28,,0.029,14.0,,0.99347,3.24,0.46,,6
,0.2,0.68,12.9,,,,,,0.41,,3
,0.3,0.29,,0.053,,,,,0.54,9.9,2
6.9,0.3,0.3,1.3,,24.0,186.0,,3.29,0.54,,
7.6,0.21,0.35,,,7.0,,,3.06,,,
6.8,0.46,0.26,,,,,,3.38,,,
7.0,,0.26,1.7,0.042,,,0.9925,,0.5,10.7,
,0.24,0.29,,0.043,,,0.99453,3.13,0.7,,4
,0.17,0.34,1.5,0.091,42.0,,0.9938,3.25,,,5
6.4,0.17,0.34,,,,,0.9938,,0.49,,
,0.695,0.55,12.9,,,252.0,0.99806,,,,
7.0,,,,0.059,,199.0,0.9961,,0.59,10.3,3
,0.3,0.25,17.75,0.047,,,,2.98,0.66,,
6.5,,,,0.037,,,,3.17,0.41,,4
8.0,,,1.6,,,93.0,0.99116,,0.49,,
6.1,,,,,,77.0,,,0.57,10.3,
,,0.42,2.0,0.047,16.0,,,3.09,,,2
,,,2.0,,18.0,,0.99514,,,10.2,
,,0.28,8.2,0.038,72.0,202.0,0.99566,3.12,0.56,,
8.8,0.33,,2.1,0.034,19.0,125.0,0.99166,,0.98,,
9.8,0.16,,1.8,,23.0,130.0,0.99587,,0.67,9.6,
6.6,,,8.5,,,188.0,0.99558,,0.49,9.5,3
,,,,0.033,,100.0,,,0.52,12.7,
7.6,0.31,0.27,5.8,0.036,,,0.99399,3.34,,11.0,4
7.5,,0.1,13.0,0.044,,214.0,0.99741,,0.5,,
,0.21,,2.7,,,,0.99405,,0.64,,
,0.16,0.26,7.3,,30.0,,0.99622,,,10.1,
8.0,0.27,,19.1,0.045,,,1.00051,,0.5,9.2,4
,0.38,,8.8,,,212.0,,3.47,0.66,9.4,2
7.1,0.21,,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,,2
,0.38,,7.4,,28.0,195.0,,,,,
,,,2.3,0.05,,,,2.98,0.5,,
7.0,,,6.85,,,220.0,0.99622,,,,
7.3,0.815,,11.4,,,,0.99713,3.15,,,3
,0.41,0.16,,0.032,,,0.99274,,,9.5,3
6.1,0.36,,19.35,,67.0,207.0,,3.39,,9.1,3
,0.4,,,0.031,,118.0,,,0.46,,5
,,0.43,,0.045,,198.0,0.9969,3.26,0.55,9.5,
6.2,0.44,0.18,,0.096,,,0.99771,,0.72,9.2,
,,,,,17.0,117.0,0.99411,,,,4
6.2,0.44,0.18,7.7,0.096,28.0,210.0,,3.56,,9.2,3
7.2,,0.29,,0.036,,,0.99411,,0.68,,4
7.3,,,1.5,0.04,,,,3.27,,,
8.1,,0.28,,,,230.0,,3.14,0.55,,
,,0.26,1.5,,,172.0,,,,11.2,4
,,,,,,,,,0.55,,4
6.4,,0.17,8.3,0.042,,195.0,0.99577,,0.46,9.4,3
6.3,,,7.05,0.045,,,0.99564,3.23,0.42,,
6.4,0.27,0.17,8.4,,,,0.99578,,0.47,9.4,
,0.35,0.2,13.9,0.054,63.0,,0.99888,3.11,,,4
8.3,0.28,,,0.045,48.0,253.0,,3.02,,,
,0.35,,5.6,,9.0,,0.99441,3.17,,,2
,,0.28,,0.056,,,0.99594,3.17,0.43,9.4,
,,,4.8,0.05,34.0,150.0,0.99437,3.13,0.5,,4
,0.43,,,0.056,29.0,,0.99594,3.17,,,3
,,0.37,9.7,,36.0,130.0,,,,9.9,
,,,,,,,0.99434,,0.47,10.0,3
7.2,0.2,,,0.028,13.0,168.0,0.99203,,,,
,0.285,0.32,,,,,0.998,3.0,,,
,0.32,0.33,2.5,0.052,,,,3.15,,10.0,
7.6,,,,,,,0.998,,0.45,9.2,
,,0.34,,,40.5,,0.99314,,0.61,,3
6.6,,,,0.052,40.0,210.0,,3.15,,10.0,
,0.27,0.26,,0.042,,133.0,,3.43,0.64,,
6.6,0.26,0.27,,0.04,19.0,114.0,,,,,4
6.7,,,,0.043,,181.0,,,,,
6.6,,0.15,,0.037,,,,,0.52,,
6.6,,0.15,10.0,0.037,38.0,157.0,,,0.52,9.4,3
7.3,0.19,,,,,136.0,0.99248,,,,
,0.2,,1.6,0.027,36.0,,,,0.56,10.8,
7.1,,,16.0,0.036,58.0,201.0,,,0.67,9.0,3
7.8,0.32,0.33,,0.031,,,,3.07,,9.6,
,,,,,36.0,156.0,0.99592,,0.54,,4
8.1,0.33,0.36,7.4,0.037,,156.0,0.99592,3.19,0.54,,4
7.8,0.32,0.33,10.4,,47.0,194.0,,,,,4
6.6,,0.24,,0.045,31.0,,,,0.52,,
,0.33,0.24,16.05,0.045,,,,3.08,0.52,,3
,,,,0.053,,71.0,,,,9.5,
8.3,,0.33,,,12.0,,0.99404,2.89,0.48,9.5,3
7.0,,0.26,10.8,,,,0.99787,3.47,,10.3,5
6.0,0.26,,1.2,0.053,35.0,,0.99347,,,8.8,
,,,,0.041,,161.0,,2.98,,8.7,3
,,0.79,,,51.0,159.0,,,0.44,,
,,,,,27.0,,0.99375,3.2,0.62,10.2,4
,,,,,26.0,77.0,,3.25,,,
6.8,,0.1,1.4,0.049,29.0,118.0,0.9936,,,,
7.6,0.25,,,0.056,,,0.99434,,0.51,,
,,,6.3,,23.0,,,3.54,0.5,11.6,5
,,,10.3,,,,,3.13,,10.7,4
,0.29,,15.55,,,142.0,,,,10.1,
6.1,,0.31,,0.035,17.0,83.0,,3.32,0.44,11.1,
,,,,0.071,,117.0,0.99496,3.22,,,3
6.8,0.29,0.49,1.4,,52.0,148.0,0.9937,,,,4
,0.27,,1.5,0.035,17.0,83.0,0.99076,,,11.1,5
6.3,,0.37,,,,215.0,,,0.48,,
,0.24,,,0.052,18.0,143.0,0.99825,3.37,0.49,9.4,4
6.8,,,,0.049,22.0,,0.99289,,,,3
,0.37,0.37,,,39.5,216.5,0.99432,3.1,,,4
6.2,0.26,,7.1,0.047,54.0,,0.99523,,0.48,9.5,4
6.3,0.27,,7.9,,58.0,215.0,0.99542,,0.48,,
6.4,,,,,,,,3.17,0.49,,3
8.0,0.28,,,0.045,,204.0,0.99543,3.1,,10.1,4
6.7,0.24,,,,,,0.99662,3.02,,,3
7.9,,0.27,1.7,,,,,,0.51,,
,,0.27,1.7,,25.0,122.0,0.99088,,0.51,11.9,4
6.1,,,,0.074,,174.0,0.99922,3.19,0.44,,
,0.39,0.49,,,11.0,110.0,0.9966,,0.76,10.0,4
6.0,,,5.3,0.075,,201.0,0.99466,3.21,,,
,0.28,0.24,,0.074,32.0,,0.99922,,0.44,9.3,4
7.6,,,,0.054,20.0,139.0,,3.16,,9.7,
7.6,,0.23,12.7,0.054,,,,,0.5,9.7,
,0.18,0.22,,,,,,,,,
,,,11.3,,13.0,,,3.11,,10.8,
6.8,,0.36,,,32.0,,1.0,,0.48,,
,0.21,,18.1,,,133.0,,3.27,,,
,0.26,0.31,,0.039,,,,,0.49,11.4,
6.8,0.21,0.36,,0.046,32.0,,1.0,,,,3
,,,6.4,,,191.0,0.99513,,0.52,,3
,0.34,0.36,1.4,0.045,11.0,119.0,,3.17,,9.4,2
,0.34,0.36,,,11.0,,,3.17,0.47,,2
8.5,0.3,,,,,174.0,0.99543,3.21,0.43,9.4,4
,,,,,,194.0,,3.2,,,
,,,,0.044,,212.0,,3.22,0.48,,
7.1,0.34,,,,,140.0,,,0.47,,5
6.6,,0.25,,0.045,45.0,178.0,0.99691,3.33,,,
,0.27,0.57,,0.053,18.0,,,,0.68,,
,0.28,0.45,,0.045,46.0,,,,0.46,,
6.2,,,,,68.0,215.0,0.99656,3.19,,,4
,,0.29,,,,67.0,,3.28,0.48,9.9,
,,0.36,,0.032,13.0,,,3.07,0.52,9.8,
,0.34,,,,,148.0,0.99165,,,12.3,5
,0.12,,3.1,0.018,,37.0,0.99004,3.02,,,5
,0.32,,,0.038,33.0,170.0,,,0.64,10.2,4
7.3,,,11.3,,,224.0,0.99683,3.14,0.56,9.5,4
,0.12,0.3,3.1,,,,,3.02,,,5
6.3,,0.55,,,,216.0,0.99596,,0.5,9.2,3
7.5,0.41,0.23,14.8,0.054,,174.0,,3.18,0.49,,3
6.5,0.18,0.33,,,,138.0,,,,11.5,
,0.17,0.24,8.1,,,,,,0.38,10.4,6
8.2,0.2,,,,,,0.99306,,,,
7.5,,0.23,,,28.0,,,3.18,,,
,0.17,0.24,,,,,,,0.38,10.4,6
6.5,0.18,0.33,,,35.0,,,,,11.5,5
7.3,,,,,,108.0,,3.27,0.51,10.2,4
,0.16,0.37,1.5,0.037,27.0,109.0,,3.38,,,4
6.6,0.42,,12.8,,,158.0,0.99772,3.24,0.47,9.0,
5.8,,0.12,1.6,,,163.0,0.99239,,0.59,,4
6.7,,0.27,,0.049,8.0,,,,0.38,,2
,,0.27,,0.049,,178.0,,3.16,0.38,,
6.4,0.22,0.3,,,,,,,,10.8,3
,,,,0.043,,,,,,10.7,5
9.0,0.26,0.34,,,21.0,,,3.08,,,4
,,0.25,,0.046,,,0.99828,,,,
,,0.14,8.6,,,142.0,,,0.44,,
,,0.14,8.6,,30.0,,0.99542,,0.44,,4
6.2,0.27,0.18,1.5,0.028,20.0,,0.99228,,0.5,10.0,3
9.0,,,12.1,,34.0,,,,,,
,,,,0.029,21.0,,,3.08,0.5,,4
8.9,0.27,,,0.029,19.5,,0.99669,,0.48,10.6,3
6.5,0.23,0.25,,0.046,,110.0,0.99828,,,9.2,
,,,1.8,,,,0.99269,,,11.0,4
7.2,,,,,17.0,,0.99196,3.25,0.53,11.2,4
6.7,0.5,0.38,7.5,,,,0.99662,,,,
,0.33,,4.8,,27.0,128.0,,3.21,,,3
,0.26,,7.1,,62.0,,0.99544,,,,
7.5,,0.47,16.9,0.052,,,,,0.62,9.3,3
,,0.14,,0.052,,128.0,0.99475,3.21,0.48,9.4,
6.3,,,7.1,0.045,62.0,,,3.2,,,4
,,0.52,,0.046,,110.0,0.9966,3.07,,,3
6.3,0.13,,,,,,,3.13,0.72,11.2,
6.4,0.15,0.44,,0.043,,150.0,,,0.73,11.2,5
,,0.42,,,,146.0,0.99066,,,11.2,
,,,12.9,,54.0,,,,0.53,8.8,3
,,,1.2,0.043,67.0,150.0,0.9907,3.14,0.73,11.2,
6.3,,,,0.043,,,0.99066,,,,
5.7,,0.65,,,17.0,137.0,0.99307,,0.42,9.4,
,,0.26,2.3,0.03,11.0,,0.99106,,,,4
6.9,,,,0.052,36.0,,0.99696,,,,3
6.9,0.32,,2.3,0.03,,103.0,,,,11.1,4
,0.255,0.65,1.2,,,137.0,,,,,
6.6,,0.16,1.4,,,,0.99167,,,10.6,
7.3,,,,,59.0,,0.99902,3.13,,,
,0.21,0.24,1.8,,,80.0,,3.15,,12.3,5
,0.24,,1.8,,,132.0,0.99182,3.34,0.46,,
,0.28,,,,60.0,,,,0.49,,4
,,,,,,135.0,,3.33,0.59,,
,,,,,,132.0,0.99182,3.34,0.46,,3
7.0,0.16,,1.1,,29.0,80.0,0.98972,,,12.1,
7.0,0.14,,1.3,0.026,,56.0,0.99352,3.46,,,3
6.3,,,,,,185.0,0.9946,3.15,,9.7,
6.8,,0.24,1.9,0.043,,154.0,,,0.52,10.5,
,,,,,85.0,182.0,0.99628,,0.44,,
,,0.4,10.0,0.039,,227.0,0.99582,,,9.4,
6.7,0.25,,,0.037,,,0.99553,3.18,,,3
5.8,0.3,,,,,104.0,0.98914,3.4,,,
6.4,0.28,,,,,106.0,,,,9.2,4
,0.3,,18.95,0.053,,174.0,0.99976,3.2,0.5,,3
6.8,0.18,,,,,,,,,,
,,,,,19.0,,0.99808,3.0,,,
6.8,0.18,0.3,12.8,0.062,19.0,,,,0.52,,5
,0.18,,12.8,0.062,,171.0,,3.0,,9.0,5
,,,,0.062,19.0,,0.99808,,,,
,0.18,0.3,12.8,,19.0,171.0,,3.0,0.52,,5
,,0.25,0.7,0.039,,,0.9919,3.22,,,
6.8,,,,,19.0,,,,,9.0,
,,0.1,1.4,,25.0,,,,0.48,,2
6.9,0.13,0.28,,0.05,47.0,132.0,0.99655,3.34,0.42,10.1,4
6.7,,0.3,,0.059,24.0,152.0,0.99615,3.46,0.64,11.0,5
7.3,,0.29,,0.038,,144.0,0.99296,,,10.8,
6.3,,,11.7,,49.0,,,,,,3
,,,,,,107.0,0.99079,3.48,0.88,,
8.2,0.52,,,,18.0,,,3.24,,10.6,3
7.8,,0.31,,,28.0,208.0,0.99434,3.23,0.64,9.8,3
,0.22,0.34,,,,115.0,,,0.7,11.7,4
,,0.31,2.1,,28.0,208.0,0.99434,,0.64,,
,,,16.0,0.034,,185.0,0.99938,,,,
6.8,0.11,0.42,1.1,0.042,,132.0,,,0.74,11.3,5
6.2,0.26,0.32,,0.031,64.0,185.0,,,0.61,9.4,3
6.4,,,,,,,,,0.7,,
6.7,,,,0.025,,,,3.31,0.63,11.3,5
6.7,0.3,,,0.025,37.0,,0.99159,,,,
,,,0.9,0.019,4.0,28.0,,3.2,,,4
,0.2,0.36,,,,,,3.48,0.49,10.6,4
8.9,0.26,0.33,,,,202.0,,,0.46,10.8,4
,,0.32,,0.024,53.0,,0.99563,,,,4
7.1,0.2,,,,,,0.98931,3.2,0.36,,
,0.27,0.46,,0.053,44.0,,0.99691,,,,
6.5,,0.39,,0.038,,219.0,0.9959,,0.5,,3
6.7,,0.29,,,,107.0,0.99159,3.31,,11.3,
6.6,0.36,0.52,10.1,0.05,29.0,140.0,,3.07,0.4,9.4,
6.15,0.21,,3.2,0.021,,,0.99076,3.39,0.47,12.0,3
6.5,0.18,0.41,,,,,0.99678,,,10.3,5
,,0.41,14.2,0.039,,129.0,,,,10.3,5
6.5,,,14.2,,,129.0,,3.28,,10.3,5
6.6,,,,,48.0,126.0,,3.22,,11.3,5
6.6,,,,0.063,31.0,,,3.1,0.47,9.4,
6.5,,0.28,,,40.0,,1.0002,3.14,,,
,0.36,,10.1,,29.0,,0.99628,3.07,,9.4,3
6.6,0.26,0.21,2.9,,48.0,126.0,,3.22,,,
6.5,,,,0.039,47.0,129.0,0.99678,,0.72,,5
,0.21,,,0.021,,,,3.39,0.47,12.0,
4.5,0.19,,0.95,,89.0,159.0,0.99332,,0.42,8.0,
8.0,0.24,,,,,,,3.44,0.51,10.4,
,,,1.7,0.029,,,,3.37,0.41,10.7,
,,,,0.03,,219.0,0.99636,,0.46,10.2,4
,,0.0,1.3,0.044,,197.0,0.99202,,,10.9,3
,,0.26,1.4,,,109.0,,,0.36,,4
6.7,0.28,,,,36.0,,,,,11.7,
6.8,,0.2,,,,186.0,,3.13,0.45,8.6,
7.2,0.24,,11.4,0.034,,174.0,,,0.44,9.0,3
8.7,0.31,,,,27.0,191.0,1.00013,2.96,,,3
,0.32,0.26,,,26.0,,,3.1,0.47,,4
,,,,,,174.0,,,,9.0,3
,0.31,0.73,14.35,0.044,27.0,191.0,,2.96,0.88,,
7.5,,,1.1,0.023,,104.0,0.99112,3.28,0.53,,
,0.14,0.37,,,,84.0,0.99136,,0.55,,
7.4,,0.37,,0.028,28.0,,0.99132,3.14,,11.8,4
,,,,0.042,55.0,158.0,0.99642,3.24,0.37,,3
,,,5.2,,,,,,0.8,9.7,
,,,,0.047,,,,3.22,,,3
7.15,0.17,,,0.119,56.0,,0.99578,,,10.2,
,,0.3,5.2,0.048,38.0,,0.99352,3.33,,10.1,5
,0.18,0.36,1.2,0.046,,,,,0.68,10.9,5
5.8,,0.28,,,43.0,127.0,0.99198,,0.51,,
6.6,0.23,,14.45,,,,0.99756,3.33,0.54,10.2,4
,,,,0.119,56.0,178.0,,3.15,0.44,10.2,
,,,6.9,,43.0,,0.99561,3.11,,9.5,3
6.4,,,3.4,,25.0,146.0,,3.18,0.4,9.3,
,0.22,0.31,2.3,,45.0,80.0,0.98936,,0.34,,
6.4,0.28,,11.0,,45.0,148.0,0.99786,3.14,,,
6.9,0.4,,,,,,0.99705,,0.57,9.4,3
,0.19,0.23,,,71.0,204.0,0.9942,3.23,,,
,,,,0.039,,196.0,0.9948,3.19,0.78,10.0,2
6.45,0.14,,1.2,,,,0.99116,3.27,,,5
6.5,0.15,0.44,,0.052,,158.0,0.99688,,,,
7.1,0.15,0.34,,,27.0,,,3.24,0.41,,4
6.7,0.33,,,0.067,,,0.99542,,,9.3,
,,0.26,,0.041,46.0,,,3.19,,11.3,4
7.0,0.23,0.33,1.0,,,,,3.04,,,4
,,0.25,1.1,,,,0.99044,,,11.2,
6.2,,,6.6,,36.0,,0.9914,3.32,,,
,0.4,0.41,8.2,0.05,,,0.9979,3.39,0.49,,3
5.9,0.34,,2.0,0.03,,,0.98892,3.4,,,5
,0.12,0.25,1.4,,,131.0,,3.2,0.45,11.2,
,,,,,,120.0,,,,12.6,4
,0.26,0.4,7.5,,,,,,,,
,0.34,0.31,,,38.0,,0.98892,,0.41,12.9,5
,,0.3,,0.03,38.0,,,,,12.9,
,0.15,,13.3,,46.0,120.0,0.99704,3.2,0.36,,
,,0.31,2.85,,,24.0,,,,11.9,
,0.35,0.25,5.6,,,,,2.93,,,
,,,5.6,,,120.0,,,0.66,,
,,0.33,,,33.0,,,3.06,,11.2,4
,,,3.2,0.03,32.0,150.0,0.99014,3.18,,12.0,
,0.31,0.17,,,21.0,144.0,0.99304,,,9.6,3
,,,,0.041,29.0,110.0,0.99652,3.2,0.42,,
,0.17,0.29,,0.029,,119.0,,,0.33,,4
7.2,0.19,0.27,,,46.0,149.0,,,,9.3,
7.6,0.32,,,0.03,,136.0,,,0.44,,
7.1,0.31,,1.0,0.042,,144.0,,,,,3
6.6,0.21,0.29,1.8,0.026,35.0,,,3.37,,11.2,
,,,,0.029,,98.0,0.99126,,,11.2,
8.0,0.17,,,0.029,52.0,,,3.03,0.33,12.9,
,0.24,0.38,,,,187.0,0.99577,3.21,,9.2,
7.2,,,,,,,0.99772,,,9.3,
,,0.28,7.1,,29.0,,0.99652,3.2,0.42,,
6.9,0.3,,3.3,0.041,26.0,,,3.18,0.5,9.3,4
6.2,0.28,0.27,10.3,0.03,26.0,108.0,,3.2,,,
6.9,0.31,0.32,1.2,0.024,20.0,166.0,0.99208,3.05,0.54,,
,,,,0.036,,143.0,0.99256,,0.54,,4
6.2,0.28,0.27,,,,108.0,,3.2,0.36,10.7,4
5.7,0.23,0.28,9.65,,,,0.9925,,,11.3,4
6.5,,0.5,16.4,,,182.0,,3.02,,8.8,
,,0.37,1.5,,,104.0,,3.18,,10.8,3
,,0.32,,,,,0.99208,3.05,,9.8,
,,0.25,3.3,0.041,26.0,,0.99428,3.18,0.5,9.3,
6.5,,0.31,,0.027,,72.0,0.99165,3.26,0.6,,
,,,,0.038,43.0,133.0,,3.26,,8.8,3
6.5,0.23,0.36,,,43.0,,0.99924,3.26,,,
6.5,,,,,,133.0,0.99924,3.26,,,
,,0.38,6.5,0.17,,,0.9956,,0.38,,4
6.7,,0.39,6.4,,,,0.99562,,,9.4,
7.5,0.28,,10.2,,,209.0,,,0.63,9.6,
,,,,,43.0,133.0,0.99924,,,8.8,
6.8,,0.42,,0.044,,189.0,,,,,4
7.8,0.25,,13.7,,,184.0,0.99976,3.22,,8.9,
7.8,,0.34,13.7,0.044,,,0.99976,,,8.9,
5.6,0.2,0.22,1.3,,25.0,,,,,10.0,3
,0.21,,,0.045,,182.0,0.9957,3.24,0.46,,3
,0.23,0.42,,0.044,56.0,189.0,,3.22,,9.3,4
6.8,,0.37,,0.043,59.0,,0.99579,,0.5,,
7.8,0.25,0.28,7.2,,,,,,,,
7.8,0.25,,,,66.0,184.0,0.99976,3.22,,,
,,,,,59.0,143.0,,3.2,0.4,10.8,
5.2,,0.29,,0.028,18.0,69.0,0.99168,,,,4
7.5,0.18,,,0.029,,,0.99276,3.03,,,
7.5,,0.3,4.6,0.027,,92.0,0.99085,,,,
8.2,0.37,,,,22.0,,,,,9.3,3
,,0.27,,,,,0.99172,3.22,,,
,0.26,,,,,,0.99312,,0.56,,
,,0.31,,0.029,53.0,,,3.03,0.38,10.9,
,,0.32,16.4,0.045,,153.0,,3.22,0.42,10.5,
,,,3.6,,,91.0,,,0.5,9.8,4
6.5,0.17,0.31,,0.041,34.0,121.0,0.99092,,0.46,,
6.5,0.35,,,0.051,86.0,,,,,,4
,0.29,,1.7,,,,,,,11.4,
6.8,0.3,,,,,190.0,,3.18,,,3
,,,,0.051,30.0,173.0,,,0.53,9.7,
7.9,0.51,0.34,,,13.0,135.0,0.99335,,0.51,10.0,
,0.29,,,0.035,24.0,,0.99053,,0.69,,5
7.1,0.29,0.28,,0.048,50.0,141.0,0.9949,3.13,,,4
,0.35,,,0.051,,,,3.16,,,4
6.5,,,1.5,,,121.0,0.99092,3.06,,10.5,
7.4,0.2,,,,,95.0,0.99532,3.16,0.47,9.8,5
6.9,,0.42,12.0,0.067,,131.0,0.99727,,0.34,9.3,
,,,4.8,0.034,,,0.99026,,0.47,,5
6.3,,0.19,12.3,,54.0,145.0,0.99668,,0.42,9.3,
6.9,,0.42,,0.067,24.0,131.0,0.99727,,0.34,,
,0.23,0.28,,,,,,3.26,,,
,,0.33,3.6,,,,,,0.4,10.5,
,0.27,0.33,3.6,0.034,,,,3.08,0.4,,
,,0.22,,,19.0,99.0,0.99015,,0.53,12.8,5
7.0,0.34,0.3,1.8,,,142.0,0.9914,,0.45,10.8,4
7.3,0.26,0.33,11.8,,,,0.99693,3.1,0.55,10.0,
5.8,0.17,,1.8,0.045,,170.0,0.99035,3.38,0.9,11.8,6
7.3,0.26,0.33,,0.057,,127.0,0.99693,3.1,,10.0,4
5.8,0.17,,1.8,0.045,96.0,,0.99035,,,,
6.8,0.17,,1.4,0.036,,108.0,0.99006,3.19,,12.0,4
,,0.3,,,,,,3.18,,12.6,4
,,,,,,70.0,,3.37,,,6
5.9,0.17,,0.7,0.027,5.0,28.0,,3.13,0.32,10.6,
6.6,0.34,0.18,,0.082,,,,3.42,0.48,9.2,
8.6,0.33,0.34,,,42.0,240.0,0.99882,,,,
,0.12,0.26,4.3,,18.0,,,3.36,0.46,9.2,
5.8,0.13,0.26,,,,103.0,,3.36,0.47,,4
7.7,0.18,,,0.055,25.0,,,3.24,0.54,,
7.7,,0.36,,0.054,,,0.99578,,0.54,10.2,
6.0,,,1.3,,51.0,154.0,,3.14,,8.7,3
7.3,0.32,0.35,,0.05,,,,3.24,0.42,10.7,
,0.3,0.34,1.2,0.048,,,0.99084,3.18,,,4
,0.16,0.3,,,,152.0,0.99612,,,,4
6.4,,0.29,10.8,,,,0.99356,,,,4
,0.16,,,,36.0,95.0,,2.93,,12.0,4
7.9,0.16,,7.4,0.05,,152.0,0.99612,3.12,0.37,9.5,4
,0.3,,,,,,,,,,4
,0.32,0.35,,,,,0.99244,3.24,0.42,,3
6.4,0.44,0.44,,,29.0,,,,0.54,8.8,5
,,0.24,,0.052,,135.0,,,0.66,10.8,4
,0.29,,3.6,,39.0,138.0,0.9892,3.31,,,
7.6,,,3.6,,22.0,,0.99144,,0.6,,
7.0,0.36,0.32,,,37.0,,,3.09,0.33,11.7,6
7.0,,,,,,131.0,0.99352,3.09,0.33,,6
7.0,,0.32,10.5,0.045,35.0,135.0,,3.09,,,
7.6,,,1.9,0.043,24.0,,,,,,
7.6,,,,0.035,22.0,93.0,,3.08,0.6,,
6.7,,0.37,1.65,,,103.0,,3.11,0.45,,3
,,0.34,1.9,0.036,,117.0,0.99032,3.4,,,3
,,0.6,,0.074,,160.0,1.03898,3.39,0.69,,4
7.1,,,,,,211.0,,3.31,,,
,,,,0.053,32.0,,0.99587,,0.59,,
7.1,0.2,,7.4,0.053,,211.0,0.99587,3.31,0.59,,
6.4,,0.25,,0.083,,157.0,,3.17,0.5,,
,,,,0.034,8.0,70.0,,3.05,0.41,,
6.4,0.24,0.25,20.2,,,,,3.17,0.5,,3
,,0.42,,0.066,,176.0,,3.12,,9.4,3
6.9,0.4,0.43,6.2,,,,,,0.53,9.4,
,0.2,0.31,,,32.0,211.0,0.99587,3.31,0.59,10.4,
6.6,,0.51,8.0,0.047,,,,3.22,,,
6.8,0.26,0.44,,0.046,,,,,0.51,9.4,
,,0.3,2.2,,39.0,107.0,,3.22,0.53,,5
6.8,0.35,,10.1,0.053,37.0,151.0,,3.07,0.4,,
6.4,,,,,,,0.993,3.13,0.55,,
,0.37,0.3,2.2,0.033,39.0,,0.98894,3.22,,,5
,0.35,0.53,10.1,,37.0,,0.9963,,,9.4,
6.9,0.31,,,,34.0,,,3.19,,11.4,5
,0.16,0.37,,0.036,45.0,,,,,,
6.6,,,,0.047,61.0,189.0,0.99604,3.22,0.49,,3
6.8,,0.44,,,,183.0,0.99584,,0.51,,3
,,,,,8.0,79.0,,3.3,,10.5,
5.5,,,,,,99.0,,3.26,0.38,11.5,
,0.22,0.32,7.2,0.028,,,,,0.55,,6
7.3,,0.26,1.6,0.04,,,0.99238,3.34,,10.8,4
,,0.71,11.8,0.038,,,,,0.46,8.9,3
7.5,,0.72,9.6,,53.0,,,3.03,0.46,8.9,
7.0,,,6.1,0.042,,,0.99566,,,,
5.8,,0.31,,,,,,3.44,0.73,12.2,5
7.8,0.26,0.31,3.6,0.025,,,0.99066,,0.47,12.1,5
,0.3,0.32,,,23.0,128.0,,3.17,0.66,,
6.7,,,1.6,,,,,,,10.1,
,,0.31,2.7,,25.0,,,3.44,0.73,12.2,5
,0.19,0.39,1.0,,,,,3.31,0.38,,5
6.6,,0.24,0.9,,,72.0,,,0.39,,3
7.2,0.17,,1.6,0.052,,126.0,0.99228,3.19,,,
6.7,,,,0.032,14.0,71.0,,,0.38,13.0,5
,,,10.6,,69.0,148.0,,2.91,0.34,9.3,2
6.0,,,,,,,0.99052,,0.42,11.4,
,0.325,,1.2,0.152,,,0.99312,,0.38,,
6.6,,,,,,241.0,0.9968,3.5,0.6,9.9,
6.5,0.2,,,0.044,,,0.99502,3.22,0.44,,
,,,,0.04,,56.0,,,,,
7.2,,,,0.047,,,,3.18,0.53,9.5,
6.3,,,,0.048,41.0,,0.99256,,0.5,10.5,4
6.5,,,8.0,,52.0,196.0,,,0.48,,4
6.4,,,,,53.0,138.0,,,0.35,,
6.4,,0.31,,,,138.0,0.99084,,,11.5,5
7.1,0.26,0.32,,,31.0,,0.99644,,0.37,11.2,3
6.6,0.22,0.34,,,,140.0,,,0.4,,
6.6,,0.43,7.2,,,,,3.12,,9.4,
,0.17,0.3,,0.031,13.0,,,3.17,,11.0,4
7.2,,,3.4,,22.0,112.0,0.99188,,0.37,11.3,
6.2,0.15,0.27,1.4,0.041,51.0,,,3.28,0.38,,4
6.3,,0.22,3.3,0.048,41.0,161.0,0.99256,3.16,0.5,,4
6.5,0.22,,8.0,0.053,,196.0,,,0.48,9.1,4
7.3,0.26,,,0.05,35.0,,0.99581,3.21,,,
,,,2.3,0.033,14.0,,,,,,5
,,,,,34.0,89.0,,,0.36,,
,0.37,,,,,92.0,0.99136,,0.38,,
,0.375,0.38,,0.036,,,,,0.39,10.5,
,,0.4,,,23.0,92.0,,3.2,0.45,10.0,4
,,,,,24.0,90.0,,3.2,0.47,,4
